Date,Open,High,Low,INR Gold Price per Troy,IND Inflation,Price
"May 21, 2010",46.835,47.355,46.785,55383.4,13.90728,46.925
"May 24, 2010",46.955,47.035,46.595,55759.3,13.90728,46.975
"May 25, 2010",46.845,47.765,46.725,57162.5,13.90728,47.515
"May 26, 2010",47.725,47.725,47.095,57321.5,13.90728,47.125
"May 27, 2010",47.025,47.075,46.725,57274.2,13.90728,46.745
"May 28, 2010",46.645,46.785,46.325,55961.6,13.90728,46.325
"May 31, 2010",46.225,46.595,46.175,55985.7,13.90728,46.365
"June 1, 2010",46.305,47.205,46.185,57894.6,13.72549,47.155
"June 2, 2010",47.048,47.275,46.725,57086.8,13.72549,46.985
"June 3, 2010",46.86,46.86,46.35,56691.9,13.72549,46.66
"June 4, 2010",46.495,46.885,46.355,56390,13.72549,46.885
"June 7, 2010",46.835,47.455,46.585,57214.4,13.72549,47.09
"June 8, 2010",47.035,47.155,46.835,58474.8,13.72549,46.855
"June 9, 2010",46.755,47.145,46.575,57993,13.72549,47.015
"June 10, 2010",46.925,47.105,46.675,57167.7,13.72549,46.775
"June 11, 2010",46.745,46.93,46.365,57132.6,13.72549,46.775
"June 14, 2010",46.725,46.725,46.405,56898.3,13.72549,46.495
"June 15, 2010",46.475,46.785,46.195,57029.9,13.72549,46.365
"June 16, 2010",46.265,46.675,46.105,57496.8,13.72549,46.395
"June 17, 2010",46.325,46.655,46.115,57649.7,13.72549,46.225
"June 18, 2010",46.075,46.285,45.925,57958.1,13.72549,46.035
"June 21, 2010",45.965,45.965,45.535,57399.6,13.72549,45.675
"June 22, 2010",45.585,46.305,45.515,57158.8,13.72549,46.045
"June 23, 2010",46.245,46.355,45.945,56633.6,13.72549,46.175
"June 24, 2010",46.095,46.585,45.805,57479.4,13.72549,46.495
"June 25, 2010",46.425,46.655,46.075,58028.8,13.72549,46.075
"June 28, 2010",46.015,46.235,45.805,58264.5,13.72549,46.205
"Jun 29, 2010",46.075,46.605,45.885,57385.7,13.72549,46.485
"Jun 30, 2010",46.345,46.695,46.185,57777.6,13.72549,46.445
"Jul 1, 2010",46.345,46.778,46.295,57485.9,11.25,46.585
"Jul 2, 2010",46.475,46.815,46.285,56188.2,11.25,46.585
"Jul 5, 2010",46.465,46.845,46.315,56504.2,11.25,46.775
"Jul 6, 2010",46.79,46.93,46.55,56051.5,11.25,46.77
"Jul 7, 2010",46.655,47.155,46.425,56106.6,11.25,47.02
"Jul 8, 2010",46.885,46.94,46.575,55927.4,11.25,46.857
"Jul 9, 2010",46.685,46.795,46.535,56406.3,11.25,46.665
"Jul 12, 2010",46.575,46.885,46.345,56375.2,11.25,46.685
"Jul 13, 2010",46.655,46.95,46.325,56841.9,11.25,46.77
"Jul 14, 2010",46.685,46.835,46.405,56366.9,11.25,46.705
"Jul 15, 2010",46.565,46.78,46.315,56310.9,11.25,46.615
"Jul 16, 2010",46.635,46.945,46.245,55633.1,11.25,46.725
"Jul 19, 2010",46.605,47.13,46.605,55642.8,11.25,47.115
"Jul 20, 2010",47.085,47.435,46.925,56021,11.25,47.275
"Jul 21, 2010",47.175,47.325,46.905,56197.1,11.25,47.165
"Jul 22, 2010",47.065,47.35,46.865,56526.4,11.25,47.125
"Jul 23, 2010",47.105,47.105,46.745,55876.1,11.25,46.915
"Jul 26, 2010",46.845,47.055,46.635,55683.7,11.25,47.055
"Jul 27, 2010",47.045,47.045,46.645,54493,11.25,46.655
"Jul 28, 2010",46.585,46.8,46.415,54101.3,11.25,46.76
"Jul 29, 2010",46.635,46.755,46.325,54099.8,11.25,46.537
"Jul 30, 2010",46.405,46.615,46.315,54247.4,11.25,46.405
"Aug 2, 2010",46.325,46.325,46.095,54962.2,9.876543,46.245
"Aug 3, 2010",46.085,46.245,45.815,54820.9,9.876543,46.165
"Aug 4, 2010",46.05,46.315,45.76,55374.9,9.876543,45.89
"Aug 5, 2010",45.905,46.29,45.735,55075.6,9.876543,46.085
"Aug 6, 2010",45.995,46.203,45.755,55743.7,9.876543,45.985
"Aug 9, 2010",45.885,46.155,45.735,55488.4,9.876543,46.125
"Aug 10, 2010",45.99,46.435,45.76,55338,9.876543,46.4
"Aug 11, 2010",46.245,46.71,46.055,56302.9,9.876543,46.705
"Aug 12, 2010",46.575,47.035,46.415,56732,9.876543,46.77
"Aug 13, 2010",46.645,46.835,46.375,56784.4,9.876543,46.625
"Aug 16, 2010",46.545,46.895,46.375,57259.8,9.876543,46.8
"Aug 17, 2010",46.645,46.715,46.355,57186.8,9.876543,46.645
"Aug 18, 2010",46.495,46.7,46.215,56716.2,9.876543,46.56
"Aug 19, 2010",46.407,46.513,46.258,57437.9,9.876543,46.513
"Aug 20, 2010",46.445,46.79,46.185,57106.9,9.876543,46.615
"Aug 23, 2010",46.565,46.72,46.285,57217.4,9.876543,46.645
"Aug 24, 2010",46.555,47.01,46.275,57348.5,9.876543,46.905
"Aug 25, 2010",46.805,47.03,46.555,58044.9,9.876543,46.905
"Aug 26, 2010",46.825,46.91,46.505,57947.3,9.876543,46.845
"Aug 27, 2010",46.755,47.01,46.565,57933.8,9.876543,46.81
"Aug 30, 2010",46.725,46.935,46.385,57946.2,9.876543,46.915
"Aug 31, 2010",46.875,47.15,46.505,58611.8,9.876543,47.065
"Sep 1, 2010",47.045,47.045,46.575,58348.7,9.815951,46.675
"Sep 2, 2010",46.595,46.86,46.415,58336.2,9.815951,46.725
"Sep 3, 2010",46.605,46.75,46.395,57801.1,9.815951,46.485
"Sep 6, 2010",46.395,46.655,46.155,58116,9.815951,46.54
"Sep 7, 2010",46.505,46.91,46.235,58859.9,9.815951,46.835
"Sep 8, 2010",46.797,46.843,46.358,58546.4,9.815951,46.492
"Sep 9, 2010",46.46,46.648,46.21,58313.6,9.815951,46.36
"Sep 10, 2010",46.295,46.363,46.225,57918.6,9.815951,46.285
"Sep 13, 2010",46.22,46.415,46.1,57703.8,9.815951,46.31
"Sep 14, 2010",46.27,46.465,46.07,58782.5,9.815951,46.27
"Sep 15, 2010",46.16,46.46,46.08,58712.8,9.815951,46.2
"Sep 16, 2010",46.145,46.415,46.075,58719.5,9.815951,46.145
"Sep 17, 2010",46.085,46.128,45.785,58457.5,9.815951,45.855
"Sep 20, 2010",45.795,45.885,45.585,58455.3,9.815951,45.705
"Sep 21, 2010",45.665,45.835,45.465,58238.8,9.815951,45.665
"Sep 22, 2010",45.625,45.625,45.415,58964.2,9.815951,45.585
"Sep 23, 2010",45.595,45.745,45.475,58916.3,9.815951,45.475
"Sep 24, 2010",45.41,45.61,45.11,58695.7,9.815951,45.11
"Sep 27, 2010",45.065,45.205,44.935,58378,9.815951,45.01
"Sep 28, 2010",44.97,45.295,44.83,58430.6,9.815951,44.99
"Sep 29, 2010",44.965,45.105,44.715,58752.5,9.815951,44.715
"Sep 30, 2010",44.67,44.67,44.55,58730,9.815951,44.57
"Oct 1, 2010",44.555,44.845,44.365,58540.2,9.69697,44.375
"Oct 4, 2010",44.325,44.645,44.205,58555.8,9.69697,44.58
"Oct 5, 2010",44.535,44.79,44.415,59420.1,9.69697,44.465
"Oct 6, 2010",44.445,44.575,44.175,59912.5,9.69697,44.225
"Oct 7, 2010",44.175,44.435,44.055,59449,9.69697,44.2
"Oct 8, 2010",44.175,44.52,44.135,59596.1,9.69697,44.415
"Oct 11, 2010",44.345,44.445,44.185,60026.9,9.69697,44.405
"Oct 12, 2010",44.345,44.79,44.255,60230.7,9.69697,44.515
"Oct 13, 2010",44.475,44.595,44.305,60785.2,9.69697,44.365
"Oct 14, 2010",44.285,44.325,44.055,60567.2,9.69697,44.105
"Oct 15, 2010",44.105,44.275,43.995,60327.3,9.69697,44.075
"Oct 18, 2010",44.055,44.425,44.015,60658,9.69697,44.265
"Oct 19, 2010",44.215,44.51,44.005,59391.3,9.69697,44.355
"Oct 20, 2010",44.335,44.505,44.215,59377.9,9.69697,44.255
"Oct 21, 2010",44.195,44.435,44.155,59517,9.69697,44.31
"Oct 22, 2010",44.265,44.615,44.165,58970.3,9.69697,44.515
"Oct 25, 2010",44.445,44.45,44.255,59324.8,9.69697,44.355
"Oct 26, 2010",44.305,44.555,44.185,59083,9.69697,44.44
"Oct 27, 2010",44.395,44.635,44.315,58874,9.69697,44.45
"Oct 28, 2010",44.42,44.58,44.23,59380.8,9.69697,44.39
"Oct 29, 2010",44.325,44.585,44.245,59829.4,9.69697,44.325
"Nov 1, 2010",44.275,44.485,44.205,60234.6,8.333333,44.47
"Nov 2, 2010",44.355,44.485,44.265,59943.9,8.333333,44.37
"Nov 3, 2010",44.315,44.427,44.135,59679.7,8.333333,44.355
"Nov 4, 2010",44.22,44.355,44,61060.9,8.333333,44
"Nov 5, 2010",43.975,43.975,43.865,61702,8.333333,43.925
"Nov 8, 2010",43.89,44.47,43.83,61684.1,8.333333,44.35
"Nov 9, 2010",44.39,44.48,44.21,62971.6,8.333333,44.35
"Nov 10, 2010",44.33,44.465,44.2,61606.1,8.333333,44.3
"Nov 11, 2010",44.325,44.525,44.145,61974.5,8.333333,44.525
"Nov 12, 2010",44.505,44.885,44.195,62125,8.333333,44.785
"Nov 15, 2010",44.72,45.26,44.58,61897.3,8.333333,45.21
"Nov 16, 2010",45.2,45.55,44.99,61129.9,8.333333,45.32
"Nov 17, 2010",45.335,45.335,45.035,60608.8,8.333333,45.115
"Nov 18, 2010",45.02,45.59,44.97,61065,8.333333,45.26
"Nov 19, 2010",45.265,45.415,45.105,60808.5,8.333333,45.275
"Nov 22, 2010",45.215,45.505,45.035,61598.7,8.333333,45.465
"Nov 23, 2010",45.43,45.76,45.325,62776.1,8.333333,45.565
"Nov 24, 2010",45.575,45.905,45.42,62723.3,8.333333,45.715
"Nov 25, 2010",45.705,45.767,45.47,62510.3,8.333333,45.565
"Nov 26, 2010",45.54,45.91,45.35,62120,8.333333,45.825
"Nov 29, 2010",45.775,46.02,45.68,62333.8,8.333333,45.825
"Nov 30, 2010",45.95,46.13,45.75,63481.9,8.333333,45.8
"Dec 1, 2010",45.905,45.905,45.275,62867.1,9.467456,45.295
"Dec 2, 2010",45.39,45.405,45.07,62893.9,9.467456,45.15
"Dec 3, 2010",45.125,45.225,44.905,63311.9,9.467456,44.915
"Dec 6, 2010",44.835,45.055,44.745,63636.7,9.467456,44.825
"Dec 7, 2010",44.78,44.88,44.59,63395.9,9.467456,44.83
"Dec 8, 2010",44.83,45.22,44.71,62458.3,9.467456,45.02
"Dec 9, 2010",45.077,45.335,44.91,62905.4,9.467456,45.15
"Dec 10, 2010",45.23,45.37,44.97,61961.9,9.467456,44.98
"Dec 13, 2010",44.933,45.278,44.853,63136.9,9.467456,45.192
"Dec 14, 2010",45.145,45.145,44.87,62682.8,9.467456,44.93
"Dec 15, 2010",44.953,45.578,44.837,63049.2,9.467456,45.358
"Dec 16, 2010",45.41,45.625,45.225,61805.2,9.467456,45.455
"Dec 17, 2010",45.465,45.465,45.175,62054.6,9.467456,45.175
"Dec 20, 2010",45.155,45.675,45.135,62755.5,9.467456,45.355
"Dec 21, 2010",45.49,45.49,45.14,62553.1,9.467456,45.21
"Dec 22, 2010",45.245,45.28,44.97,62539.8,9.467456,45.03
"Dec 23, 2010",45.1,45.185,44.915,62034.1,9.467456,45.075
"Dec 24, 2010",45.18,45.26,44.99,61992.9,9.467456,45.03
"Dec 27, 2010",44.99,45.3,44.92,62144,9.467456,45.13
"Dec 28, 2010",45.265,45.265,44.975,61938,9.467456,44.975
"Dec 29, 2010",45.1,45.165,44.95,63626.1,9.467456,44.95
"Dec 30, 2010",45.06,45.06,44.82,63184.2,9.467456,44.83
"Dec 31, 2010",44.963,44.963,44.662,62846.9,9.467456,44.713
"Jan 3, 2011",44.635,44.805,44.575,62861,9.302325,44.625
"Jan 4, 2011",44.61,45.11,44.53,62461.7,9.302325,44.92
"Jan 5, 2011",45.005,45.465,44.905,62004.6,9.302325,45.325
"Jan 6, 2011",45.347,45.45,45.115,61917.8,9.302325,45.355
"Jan 7, 2011",45.255,45.535,45.135,62041.3,9.302325,45.355
"Jan 10, 2011",45.29,45.57,45.235,62187,9.302325,45.35
"Jan 11, 2011",45.47,45.47,45.075,62077.3,9.302325,45.155
"Jan 12, 2011",45.1,45.225,45.02,62229.9,9.302325,45.02
"Jan 13, 2011",45.145,45.285,44.905,62499.1,9.302325,45.135
"Jan 14, 2011",45.095,45.465,44.985,62041.3,9.302325,45.365
"Jan 17, 2011",45.305,45.665,45.195,61930,9.302325,45.465
"Jan 18, 2011",45.53,45.58,45.315,62182.2,9.302325,45.445
"Jan 19, 2011",45.41,45.55,45.26,62364.2,9.302325,45.33
"Jan 20, 2011",45.465,45.845,45.235,61267.3,9.302325,45.685
"Jan 21, 2011",45.56,45.79,45.46,61290.5,9.302325,45.63
"Jan 24, 2011",45.56,45.71,45.47,61368.4,9.302325,45.47
"Jan 25, 2011",45.47,45.82,45.43,60506.8,9.302325,45.71
"Jan 26, 2011",45.735,45.735,45.475,60689.6,9.302325,45.475
"Jan 27, 2011",45.51,45.69,45.41,60873.2,9.302325,45.51
"Jan 28, 2011",45.59,45.92,45.42,60364,9.302325,45.92
"Jan 31, 2011",45.825,46.035,45.745,60922.6,9.302325,45.825
"Feb 1, 2011",45.92,45.95,45.42,60936.1,8.823529,45.45
"Feb 2, 2011",45.43,45.705,45.37,61000.6,8.823529,45.57
"Feb 3, 2011",45.635,45.695,45.445,60576.7,8.823529,45.565
"Feb 4, 2011",45.565,45.695,45.445,61781.2,8.823529,45.575
"Feb 7, 2011",45.515,45.665,45.315,61284.3,8.823529,45.325
"Feb 8, 2011",45.315,45.43,45.165,61759.7,8.823529,45.235
"Feb 9, 2011",45.31,45.53,45.08,62080.2,8.823529,45.52
"Feb 10, 2011",45.49,45.765,45.295,61884.1,8.823529,45.655
"Feb 11, 2011",45.74,45.795,45.535,62314.3,8.823529,45.615
"Feb 14, 2011",45.49,45.61,45.43,62107.5,8.823529,45.43
"Feb 15, 2011",45.415,45.555,45.375,62473.9,8.823529,45.505
"Feb 16, 2011",45.535,45.535,45.345,62405.6,8.823529,45.405
"Feb 17, 2011",45.535,45.535,45.265,62523.9,8.823529,45.265
"Feb 18, 2011",45.35,45.35,45.135,62541.1,8.823529,45.115
"Feb 21, 2011",45.075,45.205,44.925,63121,8.823529,44.945
"Feb 22, 2011",45,45.355,44.875,63416.3,8.823529,45.175
"Feb 23, 2011",45.28,45.31,45.03,63599.4,8.823529,45.08
"Feb 24, 2011",45.145,45.513,44.96,64188,8.823529,45.43
"Feb 25, 2011",45.495,45.495,45.275,63568.3,8.823529,45.275
"Feb 28, 2011",45.225,45.315,45.18,63868.9,8.823529,45.265
"Mar 1, 2011",45.285,45.285,44.845,63855.6,8.823529,44.855
"Mar 2, 2011",44.955,44.955,44.815,64518.5,8.823529,44.825
"Mar 3, 2011",44.965,45.1,44.825,64024.4,8.823529,44.875
"Mar 4, 2011",44.88,45.052,44.82,64193.6,8.823529,44.91
"Mar 7, 2011",44.875,45.2,44.835,64759.4,8.823529,44.995
"Mar 8, 2011",45.05,45.125,44.875,64295.3,8.823529,45.035
"Mar 9, 2011",45.1,45.1,44.905,64402.1,8.823529,44.905
"Mar 10, 2011",45.015,45.2,44.875,63843.6,8.823529,45.125
"Mar 11, 2011",45.085,45.3,45.035,63863.3,8.823529,45.075
"Mar 14, 2011",45.16,45.215,44.96,64093.7,8.823529,45.07
"Mar 15, 2011",45.035,45.377,44.955,63365.6,8.823529,45.175
"Mar 16, 2011",45.145,45.285,44.995,63251.2,8.823529,45.115
"Mar 17, 2011",45.09,45.295,45.05,63421.4,8.823529,45.16
"Mar 18, 2011",45.115,45.155,45.005,64070.4,8.823529,45.015
"Mar 21, 2011",44.945,45.11,44.925,64454.3,8.823529,44.995
"Mar 22, 2011",44.965,45.04,44.875,64120.1,8.823529,44.875
"Mar 23, 2011",44.86,45.035,44.76,64561.6,8.823529,44.79
"Mar 24, 2011",44.775,44.915,44.675,64753.3,8.823529,44.675
"Mar 25, 2011",44.635,44.727,44.525,64146.1,8.823529,44.705
"Mar 28, 2011",44.66,44.918,44.6,63531.2,8.823529,44.8
"Mar 29, 2011",44.75,44.83,44.66,63440.2,8.823529,44.69
"Mar 30, 2011",44.7,44.81,44.62,63791.1,8.823529,44.63
"Mar 31, 2011",44.635,44.74,44.515,64172.2,8.823529,44.535
"Apr 1, 2011",44.505,44.545,44.395,63235.7,9.411765,44.395
"Apr 4, 2011",44.415,44.435,44.272,64016.1,9.411765,44.395
"Apr 5, 2011",44.365,44.493,44.255,63683.2,9.411765,44.325
"Apr 6, 2011",44.295,44.3,44.065,64547.1,9.411765,44.075
"Apr 7, 2011",44.05,44.28,43.987,64517.2,9.411765,44.205
"Apr 8, 2011",44.17,44.17,44,64760.9,9.411765,44.08
"Apr 11, 2011",44.04,44.412,43.902,65164.5,9.411765,44.38
"Apr 12, 2011",44.275,44.275,44.18,64387.7,9.411765,44.205
"Apr 13, 2011",44.575,44.602,44.415,64866,9.411765,44.525
"Apr 14, 2011",44.425,44.505,44.272,65233.2,9.411765,44.505
"Apr 15, 2011",44.425,44.6,44.275,65464.3,9.411765,44.275
"Apr 18, 2011",44.235,44.535,44.175,66371.3,9.411765,44.525
"Apr 19, 2011",44.415,44.71,44.277,66304.9,9.411765,44.385
"Apr 20, 2011",44.355,44.455,44.265,66531.8,9.411765,44.275
"Apr 21, 2011",44.21,44.45,44.12,66747.5,9.411765,44.38
"Apr 22, 2011",44.31,44.31,44.19,66747.5,9.411765,44.19
"Apr 25, 2011",44.197,44.55,44.145,66905.4,9.411765,44.455
"Apr 26, 2011",44.39,44.638,44.29,66661.2,9.411765,44.49
"Apr 27, 2011",44.435,44.502,44.335,67141.3,9.411765,44.335
"Apr 28, 2011",44.32,44.46,44.23,68229.9,9.411765,44.31
"Apr 29, 2011",44.317,44.485,44.195,67892.1,9.411765,44.255
"May 2, 2011",44.22,44.38,44.15,68076.4,8.72093,44.28
"May 3, 2011",44.27,44.535,44.22,68560.4,8.72093,44.48
"May 4, 2011",44.43,44.627,44.36,68520.6,8.72093,44.36
"May 5, 2011",44.355,44.77,44.335,67639.9,8.72093,44.765
"May 6, 2011",44.73,44.91,44.62,66580.3,8.72093,44.73
"May 9, 2011",44.68,44.73,44.59,67124.4,8.72093,44.69
"May 10, 2011",44.645,44.805,44.545,67736.7,8.72093,44.745
"May 11, 2011",44.71,44.727,44.6,67385,8.72093,44.6
"May 12, 2011",44.575,45.005,44.535,67008.9,8.72093,44.988
"May 13, 2011",44.895,45.055,44.765,67555.5,8.72093,44.865
"May 16, 2011",44.825,45.18,44.745,67766.4,8.72093,45.155
"May 17, 2011",45.08,45.14,44.99,66761.7,8.72093,45.12
"May 18, 2011",45.045,45.105,44.905,67439.8,8.72093,45.065
"May 19, 2011",45.025,45.045,44.895,67147.7,8.72093,44.975
"May 20, 2011",44.93,45.025,44.85,67068.8,8.72093,44.95
"May 23, 2011",44.905,45.325,44.895,68319.9,8.72093,45.23
"May 24, 2011",45.165,45.265,45.105,69043.3,8.72093,45.215
"May 25, 2011",45.155,45.433,45.095,69200.2,8.72093,45.325
"May 26, 2011",45.245,45.335,45.185,68795.6,8.72093,45.305
"May 27, 2011",45.23,45.27,45.14,69237.9,8.72093,45.18
"May 30, 2011",45.105,45.143,44.997,69100,8.72093,45.085
"May 31, 2011",45.045,45.093,44.925,69211.6,8.72093,45.06
"June 1, 2011",45.005,45.005,44.775,68781,8.620689,44.845
"June 2, 2011",44.805,44.985,44.805,69008.1,8.620689,44.825
"June 3, 2011",44.77,44.93,44.7,68999.7,8.620689,44.83
"June 6, 2011",44.745,44.825,44.645,69325.5,8.620689,44.755
"June 7, 2011",44.685,44.83,44.575,69022.9,8.620689,44.675
"June 8, 2011",44.635,44.755,44.525,68752.8,8.620689,44.705
"June 9, 2011",44.655,44.77,44.545,68791.2,8.620689,44.735
"June 10, 2011",44.67,44.773,44.55,68395.7,8.620689,44.73
"June 13, 2011",44.69,44.92,44.61,68475.2,8.620689,44.865
"June 14, 2011",44.789,44.864,44.619,67835.3,8.620689,44.746
"June 15, 2011",44.66,44.84,44.55,68496.5,8.620689,44.77
"June 16, 2011",44.67,44.97,44.62,68401.5,8.620689,44.905
"June 17, 2011",44.85,44.975,44.76,68979.9,8.620689,44.8
"June 20, 2011",44.74,45.065,44.63,69480,8.620689,45
"June 21, 2011",44.91,44.975,44.78,69284,8.620689,44.845
"June 22, 2011",44.76,44.915,44.64,69687.8,8.620689,44.895
"June 23, 2011",44.81,45.01,44.66,68466.4,8.620689,44.955
"June 24, 2011",44.845,45.025,44.785,68156.2,8.620689,44.995
"June 27, 2011",44.91,45.15,44.82,67462.4,8.620689,45.035
"June 28, 2011",44.96,45.075,44.85,67515,8.620689,45.04
"Jun 29, 2011",44.96,45.05,44.75,67480.6,8.620689,44.865
"Jun 30, 2011",44.79,44.79,44.55,67299.6,8.620689,44.7
"Jul 1, 2011",44.66,44.665,44.5,66115.8,8.426967,44.63
"Jul 4, 2011",44.55,44.55,44.34,66422.8,8.426967,44.43
"Jul 5, 2011",44.432,44.545,44.35,67036.4,8.426967,44.43
"Jul 6, 2011",44.402,44.505,44.335,67932.1,8.426967,44.48
"Jul 7, 2011",44.42,44.462,44.28,67866.8,8.426967,44.28
"Jul 8, 2011",44.25,44.42,44.2,68334.7,8.426967,44.38
"Jul 11, 2011",44.345,44.498,44.295,69196.4,8.426967,44.485
"Jul 12, 2011",44.45,44.77,44.4,69315.1,8.426967,44.705
"Jul 13, 2011",44.585,44.63,44.515,70305,8.426967,44.525
"Jul 14, 2011",44.44,44.57,44.43,70777.3,8.426967,44.505
"Jul 15, 2011",44.455,44.59,44.405,70645.3,8.426967,44.515
"Jul 18, 2011",44.44,44.67,44.39,71267.4,8.426967,44.57
"Jul 19, 2011",44.51,44.605,44.44,71236.5,8.426967,44.495
"Jul 20, 2011",44.425,44.505,44.365,70497.7,8.426967,44.45
"Jul 21, 2011",44.405,44.532,44.335,71252.5,8.426967,44.405
"Jul 22, 2011",44.36,44.417,44.27,71056.7,8.426967,44.35
"Jul 25, 2011",44.275,44.442,44.245,71639.4,8.426967,44.4
"Jul 26, 2011",44.345,44.345,44.085,71251.3,8.426967,44.18
"Jul 27, 2011",44.125,44.175,43.855,71638.1,8.426967,44.085
"Jul 28, 2011",44.025,44.177,43.985,71123.1,8.426967,44.08
"Jul 29, 2011",44.02,44.25,43.96,71963.4,8.426967,44.21
"Aug 1, 2011",44.105,44.108,43.995,71541.8,8.988764,44.07
"Aug 2, 2011",44.01,44.34,43.97,72511.4,8.988764,44.24
"Aug 3, 2011",44.185,44.41,44.155,73972.8,8.988764,44.315
"Aug 4, 2011",44.245,44.58,44.165,74813.3,8.988764,44.545
"Aug 5, 2011",44.46,44.855,44.43,74204.2,8.988764,44.72
"Aug 8, 2011",44.645,45.065,44.575,76134.2,8.988764,44.97
"Aug 9, 2011",44.905,45.395,44.905,78484.6,8.988764,45.21
"Aug 10, 2011",45.105,45.355,44.95,80191.8,8.988764,45.255
"Aug 11, 2011",45.175,45.455,45.165,79930.4,8.988764,45.415
"Aug 12, 2011",45.32,45.46,45.19,78718.9,8.988764,45.4
"Aug 15, 2011",45.295,45.346,45.185,78854.9,8.988764,45.345
"Aug 16, 2011",45.245,45.39,45.105,80898.8,8.988764,45.385
"Aug 17, 2011",45.255,45.46,45.135,81283.9,8.988764,45.41
"Aug 18, 2011",45.305,45.752,45.235,83438.9,8.988764,45.745
"Aug 19, 2011",45.65,45.755,45.59,84536.8,8.988764,45.67
"Aug 22, 2011",45.755,46.095,45.57,85736,8.988764,45.57
"Aug 23, 2011",45.665,45.758,45.525,85601.9,8.988764,45.625
"Aug 24, 2011",45.535,46.045,45.495,81437.7,8.988764,45.995
"Aug 25, 2011",45.895,46.22,45.805,79611.8,8.988764,46.045
"Aug 26, 2011",45.96,46.19,45.88,82534.1,8.988764,46.16
"Aug 29, 2011",46.055,46.075,45.77,82337.4,8.988764,46.055
"Aug 30, 2011",45.955,46.145,45.9,84041.2,8.988764,46.09
"Aug 31, 2011",45.99,45.99,45.8,83511.7,8.988764,45.8
"Sep 1, 2011",45.75,45.76,45.67,83857,10.05587,45.67
"Sep 2, 2011",45.655,45.995,45.655,85858.3,10.05587,45.785
"Sep 5, 2011",45.755,46.025,45.655,87155.8,10.05587,45.992
"Sep 6, 2011",45.895,46.155,45.815,87378.4,10.05587,46.115
"Sep 7, 2011",46.005,46.19,45.905,83558.6,10.05587,46.165
"Sep 8, 2011",46.055,46.275,45.945,85682.4,10.05587,46.19
"Sep 9, 2011",46.105,46.67,46.06,86187.2,10.05587,46.49
"Sep 12, 2011",46.445,47.235,46.345,86601.5,10.05587,47.225
"Sep 13, 2011",47.135,47.66,46.965,86622.9,10.05587,47.595
"Sep 14, 2011",47.485,48.005,47.365,86633.3,10.05587,47.645
"Sep 15, 2011",47.55,47.927,47.45,84751.9,10.05587,47.57
"Sep 16, 2011",47.47,47.525,47.17,84793.4,10.05587,47.33
"Sep 19, 2011",47.33,47.845,47.25,85771.1,10.05587,47.81
"Sep 20, 2011",47.685,48.248,47.645,86450.9,10.05587,48.055
"Sep 21, 2011",47.97,48.4,47.84,86655.7,10.05587,48.33
"Sep 22, 2011",48.255,49.585,48.175,85368.1,10.05587,49.575
"Sep 23, 2011",49.65,49.895,49.045,83495.7,10.05587,49.35
"Sep 26, 2011",49.345,49.78,49.245,79021.1,10.05587,49.45
"Sep 27, 2011",49.365,49.365,48.795,81407.1,10.05587,48.915
"Sep 28, 2011",48.975,49.22,48.655,80104.5,10.05587,49.095
"Sep 29, 2011",48.995,49.165,48.855,78996.7,10.05587,48.975
"Sep 30, 2011",49.04,49.23,48.84,79339.5,10.05587,49.02
"Oct 3, 2011",48.965,49.575,48.915,81376.1,9.392265,49.155
"Oct 4, 2011",49.065,49.475,49.065,80925.4,9.392265,49.405
"Oct 5, 2011",49.305,49.522,49.12,79790.8,9.392265,49.345
"Oct 6, 2011",49.25,49.26,49.14,80679.1,9.392265,49.15
"Oct 7, 2011",49.11,49.23,48.9,81204.1,9.392265,49.04
"Oct 10, 2011",49.015,49.145,48.815,81347.5,9.392265,48.975
"Oct 11, 2011",48.885,49.4,48.755,82052.4,9.392265,49.34
"Oct 12, 2011",49.235,49.48,48.895,82342.3,9.392265,48.955
"Oct 13, 2011",48.965,49.235,48.805,81351,9.392265,49.125
"Oct 14, 2011",49.06,49.225,48.9,82247.2,9.392265,49.02
"Oct 17, 2011",48.935,49.035,48.685,82342.3,9.392265,48.955
"Oct 18, 2011",48.885,49.395,48.845,80400.1,9.392265,49.295
"Oct 19, 2011",49.215,49.25,49.095,81236.9,9.392265,49.16
"Oct 20, 2011",49.087,49.898,49.028,80688.1,9.392265,49.807
"Oct 21, 2011",49.72,50.33,49.65,82166.1,9.392265,49.85
"Oct 24, 2011",49.805,50.015,49.725,82310.9,9.392265,49.825
"Oct 25, 2011",49.745,49.77,49.385,81980.3,9.392265,49.505
"Oct 26, 2011",49.405,49.505,49.345,84901.1,9.392265,49.505
"Oct 27, 2011",49.425,49.505,49.005,85049.6,9.392265,49.005
"Oct 28, 2011",48.93,48.94,48.62,84882.4,9.392265,48.62
"Oct 31, 2011",48.755,48.91,48.535,83852.8,9.392265,48.695
"Nov 1, 2011",48.595,49.385,48.595,83718.2,9.340659,49.275
"Nov 2, 2011",49.205,49.43,49.105,85729.5,9.340659,49.185
"Nov 3, 2011",49.175,49.562,48.975,86396.9,9.340659,49.145
"Nov 4, 2011",49.05,49.29,48.98,85884.6,9.340659,49
"Nov 7, 2011",49.11,49.11,48.94,87505.1,9.340659,48.95
"Nov 8, 2011",49.13,49.52,49.13,88816.6,9.340659,49.31
"Nov 9, 2011",49.35,50.19,49.22,89521.1,9.340659,50.06
