,Date,Open,High,Low,INR Gold Price per Troy,IND Inflation,Price,USA Inflation
34,2010-02-18,46.075,46.355,45.925,51735.4,14.864870000000002,46.255,2.143332
35,2010-02-19,46.27,46.51,46.0,51525.9,14.864870000000002,46.17,2.143332
36,2010-02-22,46.135,46.265,45.975,51541.3,14.864870000000002,46.125,2.143332
37,2010-02-23,46.125,46.275,45.955,51193.2,14.864870000000002,46.275,2.143332
38,2010-02-24,46.265,46.375,46.045,51107.5,14.864870000000002,46.295,2.143332
39,2010-02-25,46.365,46.535,46.125,50790.3,14.864870000000002,46.385,2.143332
40,2010-02-26,46.285,46.345,46.075,51095.9,14.864870000000002,46.105,2.143332
41,2010-03-01,46.085,46.147,45.955,51361.0,14.864870000000002,46.005,2.313959
42,2010-03-02,46.023999999999994,46.093999999999994,45.70399999999999,51835.9,14.864870000000002,45.70399999999999,2.313959
43,2010-03-03,45.71,45.93,45.57,52080.1,14.864870000000002,45.7,2.313959
44,2010-03-04,45.695,45.895,45.515,51977.1,14.864870000000002,45.795,2.313959
45,2010-03-05,45.795,45.835,45.455,51761.7,14.864870000000002,45.455,2.313959
46,2010-03-08,45.455,45.545,45.395,51249.8,14.864870000000002,45.535,2.313959
47,2010-03-09,45.55,45.66,45.47,50906.1,14.864870000000002,45.59,2.313959
48,2010-03-10,45.48,45.543,45.34,50848.3,14.864870000000002,45.42,2.313959
49,2010-03-11,45.335,45.638000000000005,45.255,50359.0,14.864870000000002,45.515,2.313959
50,2010-03-12,45.505,45.565,45.375,50262.5,14.864870000000002,45.465,2.313959
51,2010-03-15,45.455,45.69,45.265,50337.2,14.864870000000002,45.565,2.313959
52,2010-03-16,45.48,45.62,45.39,51215.5,14.864870000000002,45.52,2.313959
53,2010-03-17,45.455,45.505,45.295,50826.5,14.864870000000002,45.395,2.313959
54,2010-03-18,45.345,45.555,45.235,51029.0,14.864870000000002,45.475,2.313959
55,2010-03-19,45.345,45.538000000000004,45.275,50305.8,14.864870000000002,45.455,2.313959
56,2010-03-22,45.525,45.615,45.335,50023.6,14.864870000000002,45.495,2.313959
57,2010-03-23,45.425,45.635,45.295,50225.6,14.864870000000002,45.435,2.313959
58,2010-03-24,45.343,45.653,45.242,49735.5,14.864870000000002,45.431999999999995,2.313959
59,2010-03-25,45.42,45.71,45.28,49737.0,14.864870000000002,45.43,2.313959
60,2010-03-26,45.525,45.555,45.125,49600.2,14.864870000000002,45.135,2.313959
61,2010-03-29,45.065,45.175,44.815,49793.2,14.864870000000002,44.895,2.313959
62,2010-03-30,44.825,45.17,44.775,49914.6,14.864870000000002,45.025,2.313959
63,2010-03-31,44.935,45.205,44.825,50080.4,14.864870000000002,44.825,2.313959
64,2010-04-01,44.925,44.925,44.625,50439.5,13.333329999999998,44.815,2.236447
65,2010-04-02,44.715,44.765,44.625,50439.5,13.333329999999998,44.765,2.236447
66,2010-04-05,44.735,44.805,44.375,49928.3,13.333329999999998,44.385,2.236447
67,2010-04-06,44.375,44.585,44.275,50356.4,13.333329999999998,44.425,2.236447
68,2010-04-07,44.328,44.603,44.287,50870.4,13.333329999999998,44.427,2.236447
69,2010-04-08,44.355,44.718,44.315,51040.1,13.333329999999998,44.365,2.236447
70,2010-04-09,44.345,44.465,44.165,51038.5,13.333329999999998,44.175,2.236447
71,2010-04-12,44.175,44.53,44.125,51512.2,13.333329999999998,44.485,2.236447
72,2010-04-13,44.345,44.705,44.295,51068.4,13.333329999999998,44.545,2.236447
73,2010-04-14,44.455,44.455,44.175,51313.0,13.333329999999998,44.215,2.236447
74,2010-04-15,44.165,44.515,44.075,51306.0,13.333329999999998,44.345,2.236447
75,2010-04-16,44.285,44.605,44.215,51034.5,13.333329999999998,44.275,2.236447
76,2010-04-19,44.235,44.755,44.195,50830.1,13.333329999999998,44.735,2.236447
77,2010-04-20,44.655,44.655,44.415,50935.7,13.333329999999998,44.515,2.236447
78,2010-04-21,44.385,44.57,44.235,50926.4,13.333329999999998,44.555,2.236447
79,2010-04-22,44.555,44.605,44.275,50491.5,13.333329999999998,44.535,2.236447
80,2010-04-23,44.415,44.655,44.315,50628.0,13.333329999999998,44.315,2.236447
81,2010-04-26,44.285,44.43,44.145,51254.0,13.333329999999998,44.395,2.236447
82,2010-04-27,44.325,44.485,44.155,51089.5,13.333329999999998,44.445,2.236447
83,2010-04-28,44.445,44.755,44.355,51832.8,13.333329999999998,44.645,2.236447
84,2010-04-29,44.64,44.66,44.45,51943.7,13.333329999999998,44.53,2.236447
85,2010-04-30,44.425,44.49,44.225,52311.5,13.333329999999998,44.275,2.236447
86,2010-05-03,44.205,44.605,44.185,52500.2,13.907279999999998,44.52,2.020986
87,2010-05-04,44.455,44.64,44.335,52868.8,13.907279999999998,44.615,2.020986
88,2010-05-05,44.505,44.986999999999995,44.475,52355.1,13.907279999999998,44.825,2.020986
89,2010-05-06,44.795,45.485,44.745,53703.7,13.907279999999998,45.485,2.020986
90,2010-05-07,45.395,45.75,45.345,54678.3,13.907279999999998,45.565,2.020986
91,2010-05-10,45.385,45.385,44.755,53663.0,13.907279999999998,44.85,2.020986
92,2010-05-11,44.765,45.35,44.685,55354.8,13.907279999999998,45.095,2.020986
93,2010-05-12,45.335,45.39,44.875,55829.8,13.907279999999998,44.975,2.020986
94,2010-05-13,44.825,45.165,44.785,55780.3,13.907279999999998,45.075,2.020986
95,2010-05-14,44.975,45.285,44.875,55908.3,13.907279999999998,45.275,2.020986
96,2010-05-17,45.145,45.795,45.065,56380.1,13.907279999999998,45.515,2.020986
97,2010-05-18,45.405,45.695,45.345,55477.7,13.907279999999998,45.595,2.020986
98,2010-05-19,45.455,46.415,45.385,55406.2,13.907279999999998,46.365,2.020986
99,2010-05-20,46.195,46.825,46.005,55803.5,13.907279999999998,46.815,2.020986
100,2010-05-21,46.835,47.355,46.785,55383.4,13.907279999999998,46.925,2.020986
101,2010-05-24,46.955,47.035,46.595,55759.3,13.907279999999998,46.975,2.020986
102,2010-05-25,46.845,47.765,46.725,57162.5,13.907279999999998,47.515,2.020986
103,2010-05-26,47.725,47.725,47.095,57321.5,13.907279999999998,47.125,2.020986
104,2010-05-27,47.025,47.075,46.725,57274.2,13.907279999999998,46.745,2.020986
105,2010-05-28,46.645,46.785,46.325,55961.6,13.907279999999998,46.325,2.020986
106,2010-05-31,46.225,46.595,46.175,55985.7,13.907279999999998,46.365,2.020986
107,2010-06-01,46.305,47.205,46.185,57894.6,13.725489999999999,47.155,1.053349
108,2010-06-02,47.048,47.275,46.725,57086.8,13.725489999999999,46.985,1.053349
109,2010-06-03,46.86,46.86,46.35,56691.9,13.725489999999999,46.66,1.053349
110,2010-06-04,46.495,46.885,46.355,56390.0,13.725489999999999,46.885,1.053349
111,2010-06-07,46.835,47.455,46.585,57214.4,13.725489999999999,47.09,1.053349
112,2010-06-08,47.035,47.155,46.835,58474.8,13.725489999999999,46.855,1.053349
113,2010-06-09,46.755,47.145,46.575,57993.0,13.725489999999999,47.015,1.053349
114,2010-06-10,46.925,47.105,46.675,57167.7,13.725489999999999,46.775,1.053349
115,2010-06-11,46.745,46.93,46.365,57132.6,13.725489999999999,46.775,1.053349
116,2010-06-14,46.725,46.725,46.405,56898.3,13.725489999999999,46.495,1.053349
117,2010-06-15,46.475,46.785,46.195,57029.9,13.725489999999999,46.365,1.053349
118,2010-06-16,46.265,46.675,46.105,57496.8,13.725489999999999,46.395,1.053349
119,2010-06-17,46.325,46.655,46.115,57649.7,13.725489999999999,46.225,1.053349
120,2010-06-18,46.075,46.285,45.925,57958.1,13.725489999999999,46.035,1.053349
121,2010-06-21,45.965,45.965,45.535,57399.6,13.725489999999999,45.675,1.053349
122,2010-06-22,45.585,46.305,45.515,57158.8,13.725489999999999,46.045,1.053349
123,2010-06-23,46.245,46.355,45.945,56633.6,13.725489999999999,46.175,1.053349
124,2010-06-24,46.095,46.585,45.805,57479.4,13.725489999999999,46.495,1.053349
125,2010-06-25,46.425,46.655,46.075,58028.8,13.725489999999999,46.075,1.053349
126,2010-06-28,46.015,46.235,45.805,58264.5,13.725489999999999,46.205,1.053349
127,2010-06-29,46.075,46.605,45.885,57385.7,13.725489999999999,46.485,1.053349
128,2010-06-30,46.345,46.695,46.185,57777.6,13.725489999999999,46.445,1.053349
129,2010-07-01,46.345,46.778,46.295,57485.9,11.25,46.585,1.235193
130,2010-07-02,46.475,46.815,46.285,56188.2,11.25,46.585,1.235193
131,2010-07-05,46.465,46.845,46.315,56504.2,11.25,46.775,1.235193
132,2010-07-06,46.79,46.93,46.55,56051.5,11.25,46.77,1.235193
133,2010-07-07,46.655,47.155,46.425,56106.6,11.25,47.02,1.235193
134,2010-07-08,46.885,46.94,46.575,55927.4,11.25,46.857,1.235193
135,2010-07-09,46.685,46.795,46.535,56406.3,11.25,46.665,1.235193
136,2010-07-12,46.575,46.885,46.345,56375.2,11.25,46.685,1.235193
137,2010-07-13,46.655,46.95,46.325,56841.9,11.25,46.77,1.235193
138,2010-07-14,46.685,46.835,46.405,56366.9,11.25,46.705,1.235193
139,2010-07-15,46.565,46.78,46.315,56310.9,11.25,46.615,1.235193
140,2010-07-16,46.635,46.945,46.245,55633.1,11.25,46.725,1.235193
141,2010-07-19,46.605,47.13,46.605,55642.8,11.25,47.115,1.235193
142,2010-07-20,47.085,47.435,46.925,56021.0,11.25,47.275,1.235193
143,2010-07-21,47.175,47.325,46.905,56197.1,11.25,47.165,1.235193
144,2010-07-22,47.065,47.35,46.865,56526.4,11.25,47.125,1.235193
145,2010-07-23,47.105,47.105,46.745,55876.1,11.25,46.915,1.235193
146,2010-07-26,46.845,47.055,46.635,55683.7,11.25,47.055,1.235193
147,2010-07-27,47.045,47.045,46.645,54493.0,11.25,46.655,1.235193
148,2010-07-28,46.585,46.8,46.415,54101.3,11.25,46.76,1.235193
149,2010-07-29,46.635,46.755,46.325,54099.8,11.25,46.537,1.235193
150,2010-07-30,46.405,46.615,46.315,54247.4,11.25,46.405,1.235193
151,2010-08-02,46.325,46.325,46.095,54962.2,9.876543,46.245,1.148105
152,2010-08-03,46.085,46.245,45.815,54820.9,9.876543,46.165,1.148105
153,2010-08-04,46.05,46.315,45.76,55374.9,9.876543,45.89,1.148105
154,2010-08-05,45.905,46.29,45.735,55075.6,9.876543,46.085,1.148105
155,2010-08-06,45.995,46.203,45.755,55743.7,9.876543,45.985,1.148105
156,2010-08-09,45.885,46.155,45.735,55488.4,9.876543,46.125,1.148105
157,2010-08-10,45.99,46.435,45.76,55338.0,9.876543,46.4,1.148105
158,2010-08-11,46.245,46.71,46.055,56302.9,9.876543,46.705,1.148105
159,2010-08-12,46.575,47.035,46.415,56732.0,9.876543,46.77,1.148105
160,2010-08-13,46.645,46.835,46.375,56784.4,9.876543,46.625,1.148105
161,2010-08-16,46.545,46.895,46.375,57259.8,9.876543,46.8,1.148105
162,2010-08-17,46.645,46.715,46.355,57186.8,9.876543,46.645,1.148105
163,2010-08-18,46.495,46.7,46.215,56716.2,9.876543,46.56,1.148105
164,2010-08-19,46.407,46.513000000000005,46.258,57437.9,9.876543,46.513000000000005,1.148105
165,2010-08-20,46.445,46.79,46.185,57106.9,9.876543,46.615,1.148105
166,2010-08-23,46.565,46.72,46.285,57217.4,9.876543,46.645,1.148105
167,2010-08-24,46.555,47.01,46.275,57348.5,9.876543,46.905,1.148105
168,2010-08-25,46.805,47.03,46.555,58044.9,9.876543,46.905,1.148105
169,2010-08-26,46.825,46.91,46.505,57947.3,9.876543,46.845,1.148105
170,2010-08-27,46.755,47.01,46.565,57933.8,9.876543,46.81,1.148105
171,2010-08-30,46.725,46.935,46.385,57946.2,9.876543,46.915,1.148105
172,2010-08-31,46.875,47.15,46.505,58611.8,9.876543,47.065,1.148105
173,2010-09-01,47.045,47.045,46.575,58348.7,9.815951,46.675,1.143683
174,2010-09-02,46.595,46.86,46.415,58336.2,9.815951,46.725,1.143683
175,2010-09-03,46.605,46.75,46.395,57801.1,9.815951,46.485,1.143683
176,2010-09-06,46.395,46.655,46.155,58116.0,9.815951,46.54,1.143683
177,2010-09-07,46.505,46.91,46.235,58859.9,9.815951,46.835,1.143683
178,2010-09-08,46.797,46.843,46.358000000000004,58546.4,9.815951,46.492,1.143683
179,2010-09-09,46.46,46.648,46.21,58313.6,9.815951,46.36,1.143683
180,2010-09-10,46.295,46.363,46.225,57918.6,9.815951,46.285,1.143683
181,2010-09-13,46.22,46.415,46.1,57703.8,9.815951,46.31,1.143683
182,2010-09-14,46.27,46.465,46.07,58782.5,9.815951,46.27,1.143683
183,2010-09-15,46.16,46.46,46.08,58712.8,9.815951,46.2,1.143683
184,2010-09-16,46.145,46.415,46.075,58719.5,9.815951,46.145,1.143683
185,2010-09-17,46.085,46.128,45.785,58457.5,9.815951,45.855,1.143683
186,2010-09-20,45.795,45.885,45.585,58455.3,9.815951,45.705,1.143683
187,2010-09-21,45.665,45.835,45.465,58238.8,9.815951,45.665,1.143683
188,2010-09-22,45.625,45.625,45.415,58964.2,9.815951,45.585,1.143683
189,2010-09-23,45.595,45.745,45.475,58916.3,9.815951,45.475,1.143683
190,2010-09-24,45.41,45.61,45.11,58695.7,9.815951,45.11,1.143683
191,2010-09-27,45.065,45.205,44.935,58378.0,9.815951,45.01,1.143683
192,2010-09-28,44.97,45.295,44.83,58430.6,9.815951,44.99,1.143683
193,2010-09-29,44.965,45.105,44.715,58752.5,9.815951,44.715,1.143683
194,2010-09-30,44.67,44.67,44.55,58730.0,9.815951,44.57,1.143683
195,2010-10-01,44.555,44.845,44.365,58540.2,9.69697,44.375,1.172188
196,2010-10-04,44.325,44.645,44.205,58555.8,9.69697,44.58,1.172188
197,2010-10-05,44.535,44.79,44.415,59420.1,9.69697,44.465,1.172188
198,2010-10-06,44.445,44.575,44.175,59912.5,9.69697,44.225,1.172188
199,2010-10-07,44.175,44.435,44.055,59449.0,9.69697,44.2,1.172188
200,2010-10-08,44.175,44.52,44.135,59596.1,9.69697,44.415,1.172188
201,2010-10-11,44.345,44.445,44.185,60026.9,9.69697,44.405,1.172188
202,2010-10-12,44.345,44.79,44.255,60230.7,9.69697,44.515,1.172188
203,2010-10-13,44.475,44.595,44.305,60785.2,9.69697,44.365,1.172188
204,2010-10-14,44.285,44.325,44.055,60567.2,9.69697,44.105,1.172188
205,2010-10-15,44.105,44.275,43.995,60327.3,9.69697,44.075,1.172188
206,2010-10-18,44.055,44.425,44.015,60658.0,9.69697,44.265,1.172188
207,2010-10-19,44.215,44.51,44.005,59391.3,9.69697,44.355,1.172188
208,2010-10-20,44.335,44.505,44.215,59377.9,9.69697,44.255,1.172188
209,2010-10-21,44.195,44.435,44.155,59517.0,9.69697,44.31,1.172188
210,2010-10-22,44.265,44.615,44.165,58970.3,9.69697,44.515,1.172188
211,2010-10-25,44.445,44.45,44.255,59324.8,9.69697,44.355,1.172188
212,2010-10-26,44.305,44.555,44.185,59083.0,9.69697,44.44,1.172188
213,2010-10-27,44.395,44.635,44.315,58874.0,9.69697,44.45,1.172188
214,2010-10-28,44.42,44.58,44.23,59380.8,9.69697,44.39,1.172188
215,2010-10-29,44.325,44.585,44.245,59829.4,9.69697,44.325,1.172188
216,2010-11-01,44.275,44.485,44.205,60234.6,8.333333,44.47,1.143161
217,2010-11-02,44.355,44.485,44.265,59943.9,8.333333,44.37,1.143161
218,2010-11-03,44.315,44.427,44.135,59679.7,8.333333,44.355,1.143161
219,2010-11-04,44.22,44.355,44.0,61060.9,8.333333,44.0,1.143161
220,2010-11-05,43.975,43.975,43.865,61702.0,8.333333,43.925,1.143161
221,2010-11-08,43.89,44.47,43.83,61684.1,8.333333,44.35,1.143161
222,2010-11-09,44.39,44.48,44.21,62971.6,8.333333,44.35,1.143161
223,2010-11-10,44.33,44.465,44.2,61606.1,8.333333,44.3,1.143161
224,2010-11-11,44.325,44.525,44.145,61974.5,8.333333,44.525,1.143161
225,2010-11-12,44.505,44.885,44.195,62125.0,8.333333,44.785,1.143161
226,2010-11-15,44.72,45.26,44.58,61897.3,8.333333,45.21,1.143161
227,2010-11-16,45.2,45.55,44.99,61129.9,8.333333,45.32,1.143161
228,2010-11-17,45.335,45.335,45.035,60608.8,8.333333,45.115,1.143161
229,2010-11-18,45.02,45.59,44.97,61065.0,8.333333,45.26,1.143161
230,2010-11-19,45.265,45.415,45.105,60808.5,8.333333,45.275,1.143161
231,2010-11-22,45.215,45.505,45.035,61598.7,8.333333,45.465,1.143161
232,2010-11-23,45.43,45.76,45.325,62776.1,8.333333,45.565,1.143161
233,2010-11-24,45.575,45.905,45.42,62723.3,8.333333,45.715,1.143161
234,2010-11-25,45.705,45.766999999999996,45.47,62510.3,8.333333,45.565,1.143161
235,2010-11-26,45.54,45.91,45.35,62120.0,8.333333,45.825,1.143161
236,2010-11-29,45.775,46.02,45.68,62333.8,8.333333,45.825,1.143161
237,2010-11-30,45.95,46.13,45.75,63481.9,8.333333,45.8,1.143161
238,2010-12-01,45.905,45.905,45.275,62867.1,9.467456,45.295,1.495723
239,2010-12-02,45.39,45.405,45.07,62893.9,9.467456,45.15,1.495723
240,2010-12-03,45.125,45.225,44.905,63311.9,9.467456,44.915,1.495723
241,2010-12-06,44.835,45.055,44.745,63636.7,9.467456,44.825,1.495723
242,2010-12-07,44.78,44.88,44.59,63395.9,9.467456,44.83,1.495723
243,2010-12-08,44.83,45.22,44.71,62458.3,9.467456,45.02,1.495723
244,2010-12-09,45.077,45.335,44.91,62905.4,9.467456,45.15,1.495723
245,2010-12-10,45.23,45.37,44.97,61961.9,9.467456,44.98,1.495723
246,2010-12-13,44.933,45.278,44.853,63136.9,9.467456,45.192,1.495723
247,2010-12-14,45.145,45.145,44.87,62682.8,9.467456,44.93,1.495723
248,2010-12-15,44.953,45.578,44.836999999999996,63049.2,9.467456,45.358000000000004,1.495723
249,2010-12-16,45.41,45.625,45.225,61805.2,9.467456,45.455,1.495723
250,2010-12-17,45.465,45.465,45.175,62054.6,9.467456,45.175,1.495723
251,2010-12-20,45.155,45.675,45.135,62755.5,9.467456,45.355,1.495723
252,2010-12-21,45.49,45.49,45.14,62553.1,9.467456,45.21,1.495723
253,2010-12-22,45.245,45.28,44.97,62539.8,9.467456,45.03,1.495723
254,2010-12-23,45.1,45.185,44.915,62034.1,9.467456,45.075,1.495723
255,2010-12-24,45.18,45.26,44.99,61992.9,9.467456,45.03,1.495723
256,2010-12-27,44.99,45.3,44.92,62144.0,9.467456,45.13,1.495723
257,2010-12-28,45.265,45.265,44.975,61938.0,9.467456,44.975,1.495723
258,2010-12-29,45.1,45.165,44.95,63626.1,9.467456,44.95,1.495723
259,2010-12-30,45.06,45.06,44.82,63184.2,9.467456,44.83,1.495723
260,2010-12-31,44.963,44.963,44.662,62846.9,9.467456,44.713,1.495723
261,2011-01-03,44.635,44.805,44.575,62861.0,9.302325,44.625,1.6318469999999998
262,2011-01-04,44.61,45.11,44.53,62461.7,9.302325,44.92,1.6318469999999998
263,2011-01-05,45.005,45.465,44.905,62004.6,9.302325,45.325,1.6318469999999998
264,2011-01-06,45.347,45.45,45.115,61917.8,9.302325,45.355,1.6318469999999998
265,2011-01-07,45.255,45.535,45.135,62041.3,9.302325,45.355,1.6318469999999998
266,2011-01-10,45.29,45.57,45.235,62187.0,9.302325,45.35,1.6318469999999998
267,2011-01-11,45.47,45.47,45.075,62077.3,9.302325,45.155,1.6318469999999998
268,2011-01-12,45.1,45.225,45.02,62229.9,9.302325,45.02,1.6318469999999998
269,2011-01-13,45.145,45.285,44.905,62499.1,9.302325,45.135,1.6318469999999998
270,2011-01-14,45.095,45.465,44.985,62041.3,9.302325,45.365,1.6318469999999998
271,2011-01-17,45.305,45.665,45.195,61930.0,9.302325,45.465,1.6318469999999998
272,2011-01-18,45.53,45.58,45.315,62182.2,9.302325,45.445,1.6318469999999998
273,2011-01-19,45.41,45.55,45.26,62364.2,9.302325,45.33,1.6318469999999998
274,2011-01-20,45.465,45.845,45.235,61267.3,9.302325,45.685,1.6318469999999998
275,2011-01-21,45.56,45.79,45.46,61290.5,9.302325,45.63,1.6318469999999998
276,2011-01-24,45.56,45.71,45.47,61368.4,9.302325,45.47,1.6318469999999998
277,2011-01-25,45.47,45.82,45.43,60506.8,9.302325,45.71,1.6318469999999998
278,2011-01-26,45.735,45.735,45.475,60689.6,9.302325,45.475,1.6318469999999998
279,2011-01-27,45.51,45.69,45.41,60873.2,9.302325,45.51,1.6318469999999998
280,2011-01-28,45.59,45.92,45.42,60364.0,9.302325,45.92,1.6318469999999998
281,2011-01-31,45.825,46.035,45.745,60922.6,9.302325,45.825,1.6318469999999998
282,2011-02-01,45.92,45.95,45.42,60936.1,8.823528999999999,45.45,2.107585
283,2011-02-02,45.43,45.705,45.37,61000.6,8.823528999999999,45.57,2.107585
284,2011-02-03,45.635,45.695,45.445,60576.7,8.823528999999999,45.565,2.107585
285,2011-02-04,45.565,45.695,45.445,61781.2,8.823528999999999,45.575,2.107585
286,2011-02-07,45.515,45.665,45.315,61284.3,8.823528999999999,45.325,2.107585
287,2011-02-08,45.315,45.43,45.165,61759.7,8.823528999999999,45.235,2.107585
288,2011-02-09,45.31,45.53,45.08,62080.2,8.823528999999999,45.52,2.107585
289,2011-02-10,45.49,45.765,45.295,61884.1,8.823528999999999,45.655,2.107585
290,2011-02-11,45.74,45.795,45.535,62314.3,8.823528999999999,45.615,2.107585
291,2011-02-14,45.49,45.61,45.43,62107.5,8.823528999999999,45.43,2.107585
292,2011-02-15,45.415,45.555,45.375,62473.9,8.823528999999999,45.505,2.107585
293,2011-02-16,45.535,45.535,45.345,62405.6,8.823528999999999,45.405,2.107585
294,2011-02-17,45.535,45.535,45.265,62523.9,8.823528999999999,45.265,2.107585
295,2011-02-18,45.35,45.35,45.135,62541.1,8.823528999999999,45.115,2.107585
296,2011-02-21,45.075,45.205,44.925,63121.0,8.823528999999999,44.945,2.107585
297,2011-02-22,45.0,45.355,44.875,63416.3,8.823528999999999,45.175,2.107585
298,2011-02-23,45.28,45.31,45.03,63599.4,8.823528999999999,45.08,2.107585
299,2011-02-24,45.145,45.513000000000005,44.96,64188.0,8.823528999999999,45.43,2.107585
300,2011-02-25,45.495,45.495,45.275,63568.3,8.823528999999999,45.275,2.107585
301,2011-02-28,45.225,45.315,45.18,63868.9,8.823528999999999,45.265,2.107585
302,2011-03-01,45.285,45.285,44.845,63855.6,8.823528999999999,44.855,2.681603
303,2011-03-02,44.955,44.955,44.815,64518.5,8.823528999999999,44.825,2.681603
304,2011-03-03,44.965,45.1,44.825,64024.4,8.823528999999999,44.875,2.681603
305,2011-03-04,44.88,45.052,44.82,64193.6,8.823528999999999,44.91,2.681603
306,2011-03-07,44.875,45.2,44.835,64759.4,8.823528999999999,44.995,2.681603
307,2011-03-08,45.05,45.125,44.875,64295.3,8.823528999999999,45.035,2.681603
308,2011-03-09,45.1,45.1,44.905,64402.1,8.823528999999999,44.905,2.681603
309,2011-03-10,45.015,45.2,44.875,63843.6,8.823528999999999,45.125,2.681603
310,2011-03-11,45.085,45.3,45.035,63863.3,8.823528999999999,45.075,2.681603
311,2011-03-14,45.16,45.215,44.96,64093.7,8.823528999999999,45.07,2.681603
312,2011-03-15,45.035,45.376999999999995,44.955,63365.6,8.823528999999999,45.175,2.681603
313,2011-03-16,45.145,45.285,44.995,63251.2,8.823528999999999,45.115,2.681603
314,2011-03-17,45.09,45.295,45.05,63421.4,8.823528999999999,45.16,2.681603
315,2011-03-18,45.115,45.155,45.005,64070.4,8.823528999999999,45.015,2.681603
316,2011-03-21,44.945,45.11,44.925,64454.3,8.823528999999999,44.995,2.681603
317,2011-03-22,44.965,45.04,44.875,64120.1,8.823528999999999,44.875,2.681603
318,2011-03-23,44.86,45.035,44.76,64561.6,8.823528999999999,44.79,2.681603
319,2011-03-24,44.775,44.915,44.675,64753.3,8.823528999999999,44.675,2.681603
320,2011-03-25,44.635,44.727,44.525,64146.1,8.823528999999999,44.705,2.681603
321,2011-03-28,44.66,44.918,44.6,63531.2,8.823528999999999,44.8,2.681603
322,2011-03-29,44.75,44.83,44.66,63440.2,8.823528999999999,44.69,2.681603
323,2011-03-30,44.7,44.81,44.62,63791.1,8.823528999999999,44.63,2.681603
324,2011-03-31,44.635,44.74,44.515,64172.2,8.823528999999999,44.535,2.681603
325,2011-04-01,44.505,44.545,44.395,63235.7,9.411764999999999,44.395,3.163631
326,2011-04-04,44.415,44.435,44.272,64016.1,9.411764999999999,44.395,3.163631
327,2011-04-05,44.365,44.493,44.255,63683.2,9.411764999999999,44.325,3.163631
328,2011-04-06,44.295,44.3,44.065,64547.1,9.411764999999999,44.075,3.163631
329,2011-04-07,44.05,44.28,43.986999999999995,64517.2,9.411764999999999,44.205,3.163631
330,2011-04-08,44.17,44.17,44.0,64760.9,9.411764999999999,44.08,3.163631
331,2011-04-11,44.04,44.412,43.902,65164.5,9.411764999999999,44.38,3.163631
332,2011-04-12,44.275,44.275,44.18,64387.7,9.411764999999999,44.205,3.163631
333,2011-04-13,44.575,44.602,44.415,64866.0,9.411764999999999,44.525,3.163631
334,2011-04-14,44.425,44.505,44.272,65233.2,9.411764999999999,44.505,3.163631
335,2011-04-15,44.425,44.6,44.275,65464.3,9.411764999999999,44.275,3.163631
336,2011-04-18,44.235,44.535,44.175,66371.3,9.411764999999999,44.525,3.163631
337,2011-04-19,44.415,44.71,44.277,66304.9,9.411764999999999,44.385,3.163631
338,2011-04-20,44.355,44.455,44.265,66531.8,9.411764999999999,44.275,3.163631
339,2011-04-21,44.21,44.45,44.12,66747.5,9.411764999999999,44.38,3.163631
340,2011-04-22,44.31,44.31,44.19,66747.5,9.411764999999999,44.19,3.163631
341,2011-04-25,44.196999999999996,44.55,44.145,66905.4,9.411764999999999,44.455,3.163631
342,2011-04-26,44.39,44.638000000000005,44.29,66661.2,9.411764999999999,44.49,3.163631
343,2011-04-27,44.435,44.501999999999995,44.335,67141.3,9.411764999999999,44.335,3.163631
344,2011-04-28,44.32,44.46,44.23,68229.9,9.411764999999999,44.31,3.163631
345,2011-04-29,44.317,44.485,44.195,67892.1,9.411764999999999,44.255,3.163631
346,2011-05-02,44.22,44.38,44.15,68076.4,8.720930000000001,44.28,3.568646
347,2011-05-03,44.27,44.535,44.22,68560.4,8.720930000000001,44.48,3.568646
348,2011-05-04,44.43,44.626999999999995,44.36,68520.6,8.720930000000001,44.36,3.568646
349,2011-05-05,44.355,44.77,44.335,67639.9,8.720930000000001,44.765,3.568646
350,2011-05-06,44.73,44.91,44.62,66580.3,8.720930000000001,44.73,3.568646
351,2011-05-09,44.68,44.73,44.59,67124.4,8.720930000000001,44.69,3.568646
352,2011-05-10,44.645,44.805,44.545,67736.7,8.720930000000001,44.745,3.568646
353,2011-05-11,44.71,44.727,44.6,67385.0,8.720930000000001,44.6,3.568646
354,2011-05-12,44.575,45.005,44.535,67008.9,8.720930000000001,44.988,3.568646
355,2011-05-13,44.895,45.055,44.765,67555.5,8.720930000000001,44.865,3.568646
356,2011-05-16,44.825,45.18,44.745,67766.4,8.720930000000001,45.155,3.568646
357,2011-05-17,45.08,45.14,44.99,66761.7,8.720930000000001,45.12,3.568646
358,2011-05-18,45.045,45.105,44.905,67439.8,8.720930000000001,45.065,3.568646
359,2011-05-19,45.025,45.045,44.895,67147.7,8.720930000000001,44.975,3.568646
360,2011-05-20,44.93,45.025,44.85,67068.8,8.720930000000001,44.95,3.568646
361,2011-05-23,44.905,45.325,44.895,68319.9,8.720930000000001,45.23,3.568646
362,2011-05-24,45.165,45.265,45.105,69043.3,8.720930000000001,45.215,3.568646
363,2011-05-25,45.155,45.433,45.095,69200.2,8.720930000000001,45.325,3.568646
364,2011-05-26,45.245,45.335,45.185,68795.6,8.720930000000001,45.305,3.568646
