,Date,Price,Open,High,Low,Change %,USA Inflation
1256,2014-02-19,62.24,62.2,62.24,62.2,0.10%,1.126349
1257,2014-02-18,62.18,62.02,62.31,61.96,0.54%,1.126349
1258,2014-02-17,61.845,61.965,62.085,61.825,-0.02%,1.126349
1259,2014-02-14,61.855,62.245,62.37,61.845,-0.91%,1.126349
1260,2014-02-13,62.425,62.005,62.465,62.005,0.53%,1.126349
1261,2014-02-12,62.095,62.105,62.185,62.045,-0.21%,1.126349
1262,2014-02-11,62.225,62.355,62.455,62.19,-0.37%,1.126349
1263,2014-02-10,62.455,62.375,62.505,62.09,0.24%,1.126349
1264,2014-02-07,62.305,62.305,62.415,62.25,-0.12%,1.126349
1265,2014-02-06,62.38,62.37,62.55,62.36,-0.35%,1.126349
1266,2014-02-05,62.6,62.39,62.62,62.36,0.11%,1.126349
1267,2014-02-04,62.53,62.655,62.835,62.486999999999995,-0.06%,1.126349
1268,2014-02-03,62.565,62.705,62.79,62.555,-0.19%,1.126349
1269,2014-01-31,62.685,62.405,62.755,62.355,0.19%,1.5789469999999999
1270,2014-01-30,62.565,62.905,62.905,62.545,0.14%,1.5789469999999999
1271,2014-01-29,62.475,62.345,62.59,62.115,-0.16%,1.5789469999999999
1272,2014-01-28,62.575,63.195,63.195,62.515,-0.84%,1.5789469999999999
1273,2014-01-27,63.105,62.885,63.325,62.655,0.65%,1.5789469999999999
1274,2014-01-24,62.695,61.945,62.745,61.945,1.23%,1.5789469999999999
1275,2014-01-23,61.933,61.815,62.05,61.815,0.18%,1.5789469999999999
1276,2014-01-22,61.82,61.905,62.025,61.716,-0.11%,1.5789469999999999
1277,2014-01-21,61.885,61.545,61.945,61.455,0.42%,1.5789469999999999
1278,2014-01-20,61.625,61.675,61.675,61.53,0.13%,1.5789469999999999
1279,2014-01-17,61.545,61.485,61.555,61.32,0.01%,1.5789469999999999
1280,2014-01-16,61.54,61.655,61.71,61.51,-0.06%,1.5789469999999999
1281,2014-01-15,61.58,61.67,61.72,61.43,0.15%,1.5789469999999999
1282,2014-01-14,61.49,61.49,61.49,61.49,-0.06%,1.5789469999999999
1283,2014-01-13,61.525,61.605,61.64,61.425,-0.62%,1.5789469999999999
1284,2014-01-10,61.907,62.005,62.005,61.825,-0.30%,1.5789469999999999
1285,2014-01-09,62.095,62.125,62.245,61.975,-0.11%,1.5789469999999999
1286,2014-01-08,62.165,62.215,62.282,62.085,-0.22%,1.5789469999999999
1287,2014-01-07,62.305,62.405,62.475,62.295,-0.02%,1.5789469999999999
1288,2014-01-06,62.315,62.355,62.465,62.225,0.20%,1.5789469999999999
1289,2014-01-03,62.19,62.347,62.565,62.155,-0.13%,1.5789469999999999
1290,2014-01-02,62.27,61.891999999999996,62.415,61.755,0.58%,1.5789469999999999
1291,2014-01-01,61.91,61.828,61.995,61.81,0.16%,1.5789469999999999
1292,2013-12-31,61.81,61.802,62.015,61.718,-0.18%,1.501736
1293,2013-12-30,61.92,61.998000000000005,62.17,61.778999999999996,-0.03%,1.501736
1294,2013-12-27,61.94,62.145,62.175,61.845,-0.37%,1.501736
1295,2013-12-26,62.17,61.78,62.17,61.77,0.60%,1.501736
1296,2013-12-25,61.8,61.8,61.8,61.8,0.07%,1.501736
1297,2013-12-24,61.755,61.79,61.975,61.714,-0.34%,1.501736
1298,2013-12-23,61.963,62.108000000000004,62.15,61.79,-0.06%,1.501736
1299,2013-12-20,62.0,62.415,62.465,61.93,-0.24%,1.501736
1300,2013-12-19,62.15,62.01,62.49,62.01,0.08%,1.501736
1301,2013-12-18,62.1,61.91,62.203,61.79,0.13%,1.501736
1302,2013-12-17,62.02,61.69,62.04,61.69,0.45%,1.501736
1303,2013-12-16,61.74,62.06,62.22,61.625,-0.73%,1.501736
1304,2013-12-13,62.195,62.11,62.297,62.05,0.61%,1.501736
1305,2013-12-12,61.82,61.61,61.94,61.431000000000004,0.92%,1.501736
1306,2013-12-11,61.255,61.016999999999996,61.435,61.016999999999996,0.34%,1.501736
1307,2013-12-10,61.05,60.99,61.305,60.949,-0.15%,1.501736
1308,2013-12-09,61.14,60.84,61.22,60.84,-0.48%,1.501736
1309,2013-12-06,61.435,61.645,61.727,61.273,-0.53%,1.501736
1310,2013-12-05,61.763000000000005,61.96,61.96,61.534,-0.48%,1.501736
1311,2013-12-04,62.06,62.38,62.543,61.912,-0.50%,1.501736
1312,2013-12-03,62.37,62.315,62.455,62.206,0.07%,1.501736
1313,2013-12-02,62.325,62.36,62.36,61.92100000000001,-0.12%,1.501736
1314,2013-11-29,62.398999999999994,62.315,62.655,62.205,0.19%,1.237072
1315,2013-11-28,62.282,62.4,62.568000000000005,62.27,0.21%,1.237072
1316,2013-11-27,62.15,62.475,62.475,62.15,-0.58%,1.237072
1317,2013-11-26,62.51,62.398,62.658,62.198,0.00%,1.237072
1318,2013-11-25,62.51,62.66,62.7,62.347,-0.36%,1.237072
1319,2013-11-22,62.733000000000004,63.042,63.095,62.733000000000004,-0.33%,1.237072
1320,2013-11-21,62.94,62.51,63.065,62.51,0.58%,1.237072
1321,2013-11-20,62.58,62.257,62.69,62.245,0.34%,1.237072
1322,2013-11-19,62.37,62.165,62.39,61.88,-0.08%,1.237072
1323,2013-11-18,62.42,62.825,62.92,62.38,-0.89%,1.237072
1324,2013-11-15,62.98,63.1,63.262,62.975,-0.22%,1.237072
1325,2013-11-14,63.12,63.31,63.35,62.96,-0.30%,1.237072
1326,2013-11-13,63.31,63.74,63.91,63.211999999999996,-0.64%,1.237072
1327,2013-11-12,63.72,63.25,63.85,63.25,0.75%,1.237072
1328,2013-11-11,63.245,62.985,63.501999999999995,62.92,1.22%,1.237072
1329,2013-11-08,62.48,62.402,62.833999999999996,62.402,0.10%,1.237072
1330,2013-11-07,62.42,62.35,62.763000000000005,62.325,0.03%,1.237072
1331,2013-11-06,62.4,62.01,62.542,61.825,1.24%,1.237072
1332,2013-11-05,61.635,61.75,61.96,61.62,-0.19%,1.237072
1333,2013-11-04,61.75,61.75,61.75,61.75,0.00%,1.237072
1334,2013-11-01,61.75,61.51,62.025,61.51,0.20%,1.237072
1335,2013-10-31,61.623999999999995,61.275,61.63,61.245,0.59%,0.9636127
1336,2013-10-30,61.26,61.38,61.615,61.09,-0.28%,0.9636127
1337,2013-10-29,61.43,61.535,61.735,61.321000000000005,-0.02%,0.9636127
1338,2013-10-28,61.445,61.415,61.605,61.37,-0.03%,0.9636127
1339,2013-10-25,61.465,61.465,61.805,61.37,-0.01%,0.9636127
1340,2013-10-24,61.47,61.6,61.695,61.31399999999999,-0.26%,0.9636127
1341,2013-10-23,61.63,61.66,61.727,61.085,-0.04%,0.9636127
1342,2013-10-22,61.655,61.63,61.845,61.535,0.12%,0.9636127
1343,2013-10-21,61.58,61.355,61.595,61.345,0.56%,0.9636127
1344,2013-10-18,61.24,61.2,61.72,60.94,0.16%,0.9636127
1345,2013-10-17,61.14,61.56,61.74,61.14,-0.96%,0.9636127
1346,2013-10-16,61.735,61.765,61.765,61.735,-0.17%,0.9636127
1347,2013-10-15,61.84,61.275,61.95,61.275,0.46%,0.9636127
1348,2013-10-14,61.555,61.155,61.555,61.13,0.88%,0.9636127
1349,2013-10-11,61.02,61.21,61.38,60.96,-0.55%,0.9636127
1350,2013-10-10,61.36,61.83,62.295,61.25,-0.84%,0.9636127
1351,2013-10-09,61.88,62.11,62.31,61.73,-0.12%,0.9636127
1352,2013-10-08,61.955,61.795,61.955,61.625,0.26%,0.9636127
1353,2013-10-07,61.795,61.505,61.955,61.495,0.59%,0.9636127
1354,2013-10-04,61.435,61.855,61.945,61.255,-0.49%,0.9636127
1355,2013-10-03,61.735,62.425,62.425,61.65,-1.16%,0.9636127
1356,2013-10-02,62.46,62.46,62.46,62.46,0.00%,0.9636127
1357,2013-10-01,62.46,62.56,62.57,62.165,-0.21%,0.9636127
1358,2013-09-30,62.59,62.995,63.045,62.505,0.12%,1.184925
1359,2013-09-27,62.515,62.075,62.575,61.773,0.71%,1.184925
1360,2013-09-26,62.075,62.435,62.435,61.98,-0.59%,1.184925
1361,2013-09-25,62.445,62.765,62.885,62.325,-0.55%,1.184925
1362,2013-09-24,62.79,62.61,62.915,62.45,0.30%,1.184925
1363,2013-09-23,62.605,62.255,62.725,62.255,0.59%,1.184925
1364,2013-09-20,62.235,62.045,62.615,61.885,0.74%,1.184925
1365,2013-09-19,61.775,61.755,62.065,61.65,-2.54%,1.184925
1366,2013-09-18,63.385,63.305,63.455,63.055,0.02%,1.184925
1367,2013-09-17,63.375,63.355,63.635,62.955,0.86%,1.184925
1368,2013-09-16,62.835,62.705,62.885,62.445,-0.86%,1.184925
1369,2013-09-13,63.38,63.755,64.185,63.36,-0.08%,1.184925
1370,2013-09-12,63.43,63.265,63.985,62.925,0.24%,1.184925
1371,2013-09-11,63.275,63.905,64.215,63.005,-0.89%,1.184925
1372,2013-09-10,63.845,64.405,64.545,63.765,-2.15%,1.184925
1373,2013-09-09,65.245,65.245,65.245,65.245,0.00%,1.184925
1374,2013-09-06,65.245,66.005,66.295,65.005,-1.17%,1.184925
1375,2013-09-05,66.015,67.005,67.005,65.535,-1.57%,1.184925
1376,2013-09-04,67.07,68.305,68.605,66.815,-0.84%,1.184925
1377,2013-09-03,67.635,66.295,68.255,66.255,2.47%,1.184925
1378,2013-09-02,66.005,66.105,66.305,65.685,0.46%,1.184925
1379,2013-08-30,65.705,67.085,67.435,65.695,-1.28%,1.518368
1380,2013-08-29,66.555,66.915,67.875,66.515,-3.27%,1.518368
1381,2013-08-28,68.805,66.905,68.805,66.905,3.76%,1.518368
1382,2013-08-27,66.31,64.99,66.31,64.99,3.13%,1.518368
1383,2013-08-26,64.3,63.7,64.73,63.648,1.73%,1.518368
1384,2013-08-23,63.205,64.325,64.765,63.205,-2.09%,1.518368
1385,2013-08-22,64.555,64.805,65.565,64.545,0.69%,1.518368
1386,2013-08-21,64.115,63.125,64.55,63.115,1.57%,1.518368
1387,2013-08-20,63.125,63.735,64.125,63.125,-0.02%,1.518368
1388,2013-08-19,63.14,62.36,63.23,62.235,2.39%,1.518368
1389,2013-08-16,61.665,61.365,62.015,61.335,0.39%,1.518368
1390,2013-08-15,61.425,61.445,61.528999999999996,61.242,0.23%,1.518368
1391,2013-08-14,61.284,61.19,61.57,61.15,-0.09%,1.518368
1392,2013-08-13,61.336999999999996,61.07,61.67,60.894,0.35%,1.518368
1393,2013-08-12,61.125,60.495,61.31,60.495,0.73%,1.518368
1394,2013-08-09,60.68,60.68,60.68,60.68,-0.08%,1.518368
1395,2013-08-08,60.731,61.19,61.41,60.705,-0.78%,1.518368
1396,2013-08-07,61.21,61.14,61.471000000000004,60.933,0.69%,1.518368
1397,2013-08-06,60.79,60.882,61.876000000000005,60.78,-0.12%,1.518368
1398,2013-08-05,60.86,61.03,61.03,60.725,-0.40%,1.518368
1399,2013-08-02,61.105,60.445,61.185,60.445,0.89%,1.518368
1400,2013-08-01,60.565,60.765,60.915,60.24,-0.48%,1.518368
1401,2013-07-31,60.855,60.715,61.2,60.36,0.07%,1.960682
1402,2013-07-30,60.815,59.505,60.845,59.422,2.12%,1.960682
1403,2013-07-29,59.555,58.955,59.555,58.955,0.86%,1.960682
1404,2013-07-26,59.04600000000001,59.01,59.141999999999996,58.706,0.14%,1.960682
1405,2013-07-25,58.965,59.137,59.385,58.74,-0.49%,1.960682
1406,2013-07-24,59.255,59.765,59.765,58.96,-0.85%,1.960682
1407,2013-07-23,59.76,59.725,59.88,59.5,0.06%,1.960682
1408,2013-07-22,59.725,59.305,59.735,59.285,0.65%,1.960682
1409,2013-07-19,59.34,59.73,59.87,59.305,-0.68%,1.960682
1410,2013-07-18,59.745,59.275,59.791000000000004,59.255,0.70%,1.960682
1411,2013-07-17,59.33,59.245,59.585,59.05,0.05%,1.960682
1412,2013-07-16,59.3,59.19,59.5,59.1,-0.86%,1.960682
1413,2013-07-15,59.815,59.945,60.09,59.78,-0.13%,1.960682
1414,2013-07-12,59.891000000000005,59.76,60.21,59.56,0.10%,1.960682
1415,2013-07-11,59.833999999999996,59.815,59.99,59.335,-0.10%,1.960682
1416,2013-07-10,59.895,60.065,60.225,59.65,-0.34%,1.960682
1417,2013-07-09,60.102,59.81,60.49,59.72,-0.98%,1.960682
1418,2013-07-08,60.695,60.935,61.225,60.605,0.77%,1.960682
1419,2013-07-05,60.23,60.195,60.6,60.015,0.26%,1.960682
1420,2013-07-04,60.075,60.045,60.409,59.915,-0.25%,1.960682
1421,2013-07-03,60.226000000000006,59.875,60.456,59.865,1.13%,1.960682
1422,2013-07-02,59.555,59.385,59.73,59.185,0.29%,1.960682
1423,2013-07-01,59.385,59.47,59.603,58.966,-0.25%,1.960682
1424,2013-06-28,59.533,60.11,60.11,59.21,-1.10%,1.754417
1425,2013-06-27,60.195,60.625,60.63,60.105,-0.86%,1.754417
1426,2013-06-26,60.72,59.605,60.765,59.605,1.77%,1.754417
1427,2013-06-25,59.665,59.765,59.795,59.435,-0.25%,1.754417
1428,2013-06-24,59.815,59.6,59.84,59.545,0.91%,1.754417
1429,2013-06-21,59.275,59.525,59.785,59.15,-0.50%,1.754417
1430,2013-06-20,59.575,59.615,59.98,59.505,1.46%,1.754417
1431,2013-06-19,58.72,58.765,58.925,58.62,-0.21%,1.754417
1432,2013-06-18,58.845,58.015,58.885,58.015,1.26%,1.754417
1433,2013-06-17,58.11,57.7,58.11,57.56,1.05%,1.754417
1434,2013-06-14,57.505,57.965,57.965,57.41,-0.86%,1.754417
1435,2013-06-13,58.005,58.115,58.575,57.935,0.29%,1.754417
1436,2013-06-12,57.835,58.285,58.398,57.735,-0.87%,1.754417
1437,2013-06-11,58.34,58.11,58.99,58.03,0.32%,1.754417
1438,2013-06-10,58.155,57.255,58.16,57.162,1.91%,1.754417
1439,2013-06-07,57.065,56.845,57.135,56.688,0.24%,1.754417
1440,2013-06-06,56.93,56.73,57.01,56.69,0.13%,1.754417
1441,2013-06-05,56.855,56.45,56.855,56.315,0.64%,1.754417
1442,2013-06-04,56.495,56.665,56.75,56.415,-0.32%,1.754417
1443,2013-06-03,56.675,56.515,56.84,56.43,0.17%,1.754417
1444,2013-05-31,56.58,56.29,56.77,56.29,0.35%,1.3619649999999999
1445,2013-05-30,56.385,56.205,56.47,56.045,0.14%,1.3619649999999999
1446,2013-05-29,56.305,56.015,56.415,56.015,0.34%,1.3619649999999999
1447,2013-05-28,56.115,55.705,56.135,55.645,0.98%,1.3619649999999999
1448,2013-05-27,55.573,55.755,55.785,55.525,-0.44%,1.3619649999999999
1449,2013-05-24,55.82,55.65,55.83,55.455,0.19%,1.3619649999999999
1450,2013-05-23,55.715,55.615,56.025,55.555,0.10%,1.3619649999999999
1451,2013-05-22,55.66,55.418,55.67,55.31,0.41%,1.3619649999999999
1452,2013-05-21,55.435,55.115,55.485,54.955,0.72%,1.3619649999999999
1453,2013-05-20,55.04,55.06,55.145,54.958,0.26%,1.3619649999999999
1454,2013-05-17,54.895,54.805,55.007,54.79,0.20%,1.3619649999999999
1455,2013-05-16,54.785,54.765,54.91,54.66,0.00%,1.3619649999999999
1456,2013-05-15,54.785,54.785,54.915,54.655,-0.04%,1.3619649999999999
1457,2013-05-14,54.805,54.765,54.84,54.55,-0.05%,1.3619649999999999
1458,2013-05-13,54.835,54.913000000000004,55.035,54.715,0.05%,1.3619649999999999
1459,2013-05-10,54.81,54.25,54.9,54.25,0.82%,1.3619649999999999
1460,2013-05-09,54.365,54.165,54.365,54.032,0.52%,1.3619649999999999
1461,2013-05-08,54.085,54.14,54.22,54.02,0.04%,1.3619649999999999
1462,2013-05-07,54.065,54.18,54.37,54.035,-0.13%,1.3619649999999999
1463,2013-05-06,54.135,53.815,54.255,53.785,0.60%,1.3619649999999999
1464,2013-05-03,53.81,53.83,54.07,53.77,-0.05%,1.3619649999999999
1465,2013-05-02,53.835,53.745,53.965,53.675,0.32%,1.3619649999999999
1466,2013-05-01,53.665,53.815,53.815,53.645,-0.04%,1.3619649999999999
1467,2013-04-30,53.685,54.235,54.255,53.655,-0.94%,1.063085
1468,2013-04-29,54.195,54.413000000000004,54.413000000000004,54.173,-0.34%,1.063085
1469,2013-04-26,54.38,54.225,54.445,54.082,0.51%,1.063085
1470,2013-04-25,54.105,54.285,54.285,54.105,-0.29%,1.063085
1471,2013-04-24,54.26,54.38,54.38,54.162,-0.09%,1.063085
1472,2013-04-23,54.31,54.14,54.43,54.09,0.18%,1.063085
1473,2013-04-22,54.21,53.93,54.25,53.93,0.50%,1.063085
1474,2013-04-19,53.94,53.96,54.043,53.85,-0.17%,1.063085
1475,2013-04-18,54.03,54.22,54.258,53.91,-0.28%,1.063085
1476,2013-04-17,54.18,54.16,54.25,53.77,0.39%,1.063085
1477,2013-04-16,53.97,54.64,54.64,53.97,-1.06%,1.063085
1478,2013-04-15,54.55,54.608000000000004,54.805,54.38,0.06%,1.063085
1479,2013-04-12,54.52,54.31,54.665,54.31,0.40%,1.063085
1480,2013-04-11,54.305,54.52,54.52,54.255,-0.21%,1.063085
1481,2013-04-10,54.42,54.59,54.59,54.4,-0.11%,1.063085
1482,2013-04-09,54.48,54.57,54.665,54.41,-0.24%,1.063085
1483,2013-04-08,54.61,54.798,54.85,54.49,-0.36%,1.063085
1484,2013-04-05,54.81,54.815,54.918,54.685,-0.15%,1.063085
1485,2013-04-04,54.89,54.44,54.95,54.35,0.66%,1.063085
1486,2013-04-03,54.53,54.378,54.54,54.31,0.18%,1.063085
1487,2013-04-02,54.43,54.3,54.46,54.25,0.48%,1.063085
1488,2013-04-01,54.17,54.27,54.27,54.17,-0.21%,1.063085
1489,2013-03-29,54.285,54.285,54.285,54.285,0.00%,1.4738959999999999
1490,2013-03-28,54.285,54.385,54.475,54.27,-0.27%,1.4738959999999999
1491,2013-03-27,54.43,54.37,54.49,54.28,-0.09%,1.4738959999999999
1492,2013-03-26,54.48,54.17,54.52,54.16,0.33%,1.4738959999999999
1493,2013-03-25,54.3,54.36,54.36,54.06,-0.09%,1.4738959999999999
1494,2013-03-22,54.35,54.29,54.435,54.256,-0.18%,1.4738959999999999
1495,2013-03-21,54.45,54.35,54.46,54.195,0.22%,1.4738959999999999
1496,2013-03-20,54.33,54.375,54.57,54.265,-0.31%,1.4738959999999999
1497,2013-03-19,54.5,54.07,54.53,53.9,0.78%,1.4738959999999999
1498,2013-03-18,54.08,54.01,54.35,54.01,0.09%,1.4738959999999999
1499,2013-03-15,54.03,54.355,54.355,53.98,-0.29%,1.4738959999999999
1500,2013-03-14,54.185,54.405,54.525,54.165,-0.34%,1.4738959999999999
1501,2013-03-13,54.37,54.16,54.45,54.02,0.41%,1.4738959999999999
1502,2013-03-12,54.15,54.415,54.428000000000004,54.075,-0.35%,1.4738959999999999
1503,2013-03-11,54.34,54.33,54.531000000000006,54.172,-0.02%,1.4738959999999999
1504,2013-03-08,54.35,54.56,54.573,54.275,-0.20%,1.4738959999999999
1505,2013-03-07,54.46,54.725,54.91,54.43,-0.64%,1.4738959999999999
1506,2013-03-06,54.81,54.92,54.92,54.62,-0.26%,1.4738959999999999
1507,2013-03-05,54.955,54.865,54.955,54.615,-0.01%,1.4738959999999999
1508,2013-03-04,54.96,54.89,55.14,54.8,0.10%,1.4738959999999999
1509,2013-03-01,54.905,54.365,54.945,54.305,0.98%,1.4738959999999999
1510,2013-02-28,54.37,53.865,54.52,53.605,0.94%,1.9779240000000002
1511,2013-02-27,53.865,54.04,54.095,53.62,-0.43%,1.9779240000000002
1512,2013-02-26,54.1,53.88,54.28,53.815,0.19%,1.9779240000000002
1513,2013-02-25,54.0,54.275,54.305,53.84,-0.52%,1.9779240000000002
1514,2013-02-22,54.28,54.415,54.555,54.16,-0.36%,1.9779240000000002
1515,2013-02-21,54.475,54.08,54.615,54.08,0.74%,1.9779240000000002
1516,2013-02-20,54.075,54.185,54.24,54.02,-0.10%,1.9779240000000002
1517,2013-02-19,54.13,54.195,54.328,54.13,-0.25%,1.9779240000000002
1518,2013-02-18,54.265,54.215,54.455,54.155,-0.11%,1.9779240000000002
1519,2013-02-15,54.325,53.93,54.355,53.805,0.61%,1.9779240000000002
1520,2013-02-14,53.995,53.848,54.035,53.665,0.32%,1.9779240000000002
1521,2013-02-13,53.825,53.855,53.92,53.69,0.06%,1.9779240000000002
1522,2013-02-12,53.795,53.86,54.1,53.745,-0.32%,1.9779240000000002
1523,2013-02-11,53.965,53.515,53.985,53.515,0.69%,1.9779240000000002
1524,2013-02-08,53.595,53.235,53.685,53.165,0.70%,1.9779240000000002
1525,2013-02-07,53.225,53.065,53.33,53.045,0.12%,1.9779240000000002
1526,2013-02-06,53.16,53.14,53.265,52.885,0.24%,1.9779240000000002
1527,2013-02-05,53.035,53.215,53.415,53.005,-0.48%,1.9779240000000002
1528,2013-02-04,53.29,53.155,53.345,52.915,0.23%,1.9779240000000002
1529,2013-02-01,53.17,53.225,53.415,53.165,-0.20%,1.9779240000000002
1530,2013-01-31,53.275,53.32,53.39,53.075,0.06%,1.594865
1531,2013-01-30,53.245,53.775,53.775,53.195,-0.76%,1.594865
1532,2013-01-29,53.655,54.035,54.035,53.555,-0.74%,1.594865
1533,2013-01-28,54.055,53.665,54.055,53.665,0.47%,1.594865
1534,2013-01-25,53.8,53.695,53.88,53.645,0.17%,1.594865
1535,2013-01-24,53.71,53.74,53.9,53.6,0.07%,1.594865
1536,2013-01-23,53.675,53.815,53.885,53.558,-0.09%,1.594865
1537,2013-01-22,53.725,53.76,53.89,53.38,-0.09%,1.594865
1538,2013-01-21,53.775,53.715,53.96,53.595,0.06%,1.594865
1539,2013-01-18,53.745,54.285,54.285,53.715,-1.12%,1.594865
1540,2013-01-17,54.355,54.695,54.78,54.195,-0.57%,1.594865
1541,2013-01-16,54.665,54.625,54.9,54.475,0.11%,1.594865
1542,2013-01-15,54.605,54.505,54.707,54.315,0.15%,1.594865
1543,2013-01-14,54.525,54.77,54.835,54.42,-0.64%,1.594865
1544,2013-01-11,54.875,54.57,54.885,54.36,0.83%,1.594865
1545,2013-01-10,54.425,54.76,54.855,54.425,-0.70%,1.594865
1546,2013-01-09,54.81,55.0,55.095,54.725,-0.28%,1.594865
1547,2013-01-08,54.965,55.165,55.395,54.935,-0.47%,1.594865
1548,2013-01-07,55.225,55.04,55.345,54.825,0.52%,1.594865
1549,2013-01-04,54.94,54.46,55.185,54.36,0.80%,1.594865
1550,2013-01-03,54.505,54.355,54.615,54.175,0.49%,1.594865
1551,2013-01-02,54.24,54.688,54.688,54.24,-0.81%,1.594865
1552,2013-01-01,54.685,54.995,54.995,54.665,-0.56%,1.594865
1553,2012-12-31,54.995,54.805,55.005,54.625,0.43%,1.741022
1554,2012-12-28,54.76,54.943999999999996,54.98,54.755,-0.32%,1.741022
1555,2012-12-27,54.935,54.805,55.02,54.695,0.16%,1.741022
1556,2012-12-26,54.845,54.995,55.115,54.815,-0.31%,1.741022
1557,2012-12-25,55.015,55.015,55.015,55.015,0.11%,1.741022
1558,2012-12-24,54.955,55.035,55.215,54.955,-0.20%,1.741022
1559,2012-12-21,55.065,54.835,55.285,54.685,0.35%,1.741022
1560,2012-12-20,54.875,54.565,54.935,54.485,0.35%,1.741022
1561,2012-12-19,54.685,54.945,54.945,54.515,-0.46%,1.741022
1562,2012-12-18,54.935,54.815,55.065,54.635,0.15%,1.741022
1563,2012-12-17,54.855,54.375,54.895,54.285,0.75%,1.741022
1564,2012-12-14,54.445,54.545,54.695,54.275,-0.13%,1.741022
1565,2012-12-13,54.515,54.335,54.535,54.115,0.68%,1.741022
1566,2012-12-12,54.145,54.215,54.345,54.14,-0.22%,1.741022
1567,2012-12-11,54.265,54.495,54.495,54.255,-0.17%,1.741022
1568,2012-12-10,54.355,54.315,54.575,54.245,0.02%,1.741022
1569,2012-12-07,54.345,54.255,54.565,54.115,0.20%,1.741022
1570,2012-12-06,54.235,54.555,54.585,54.03,-0.37%,1.741022
1571,2012-12-05,54.435,54.69,54.69,54.425,-0.57%,1.741022
1572,2012-12-04,54.745,54.735,54.975,54.61,-0.05%,1.741022
1573,2012-12-03,54.775,54.355,54.785,54.25,0.94%,1.741022
1574,2012-11-30,54.265,54.845,54.845,54.23,-0.83%,1.764134
1575,2012-11-29,54.72,55.64,55.64,54.71,-1.78%,1.764134
1576,2012-11-28,55.71,55.545,55.72,55.545,0.46%,1.764134
1577,2012-11-27,55.455,55.545,55.782,55.355,-0.34%,1.764134
1578,2012-11-26,55.643,55.465,55.895,55.435,0.35%,1.764134
1579,2012-11-23,55.45,55.22,55.61,55.2,0.59%,1.764134
1580,2012-11-22,55.125,55.085,55.29,55.005,0.02%,1.764134
1581,2012-11-21,55.115,55.105,55.375,55.022,0.02%,1.764134
1582,2012-11-20,55.105,55.065,55.145,54.785,0.24%,1.764134
1583,2012-11-19,54.975,55.155,55.175,54.91,-0.34%,1.764134
1584,2012-11-16,55.165,54.705,55.195,54.625,0.93%,1.764134
1585,2012-11-15,54.655,55.005,55.09,54.655,-0.67%,1.764134
1586,2012-11-14,55.025,54.895,55.025,54.805,0.02%,1.764134
1587,2012-11-13,55.015,54.975,55.045,54.835,0.24%,1.764134
1588,2012-11-12,54.885,54.585,55.125,54.585,0.53%,1.764134
1589,2012-11-09,54.595,54.315,54.79,54.23,0.42%,1.764134
1590,2012-11-08,54.365,54.205,54.677,54.115,0.30%,1.764134
1591,2012-11-07,54.205,54.355,54.358000000000004,53.965,-0.40%,1.764134
1592,2012-11-06,54.425,54.505,54.798,54.355,-0.31%,1.764134
1593,2012-11-05,54.595,53.875,54.685,53.755,1.45%,1.764134
1594,2012-11-02,53.815,53.685,53.875,53.602,0.29%,1.764134
1595,2012-11-01,53.66,53.81,53.94,53.66,-0.27%,1.764134
1596,2012-10-31,53.805,53.965,54.208999999999996,53.775,-0.30%,2.162344
1597,2012-10-30,53.965,54.085,54.195,53.805,-0.22%,2.162344
1598,2012-10-29,54.085,53.855,54.09,53.757,0.99%,2.162344
1599,2012-10-26,53.555,53.555,53.585,53.455,0.00%,2.162344
1600,2012-10-25,53.555,53.735,53.83,53.475,-0.34%,2.162344
1601,2012-10-24,53.74,53.73,53.74,53.61,0.03%,2.162344
1602,2012-10-23,53.725,53.475,53.845,53.34,0.31%,2.162344
1603,2012-10-22,53.56,53.83,53.9,53.445,-0.53%,2.162344
1604,2012-10-19,53.845,53.415,53.995,53.305,0.47%,2.162344
1605,2012-10-18,53.595,52.845,53.595,52.745,1.38%,2.162344
1606,2012-10-17,52.865,52.845,53.005,52.685,0.08%,2.162344
1607,2012-10-16,52.825,53.03,53.03,52.79,-0.30%,2.162344
1608,2012-10-15,52.985,52.92,53.165,52.915,0.33%,2.162344
1609,2012-10-12,52.81,52.675,52.925,52.505,0.28%,2.162344
1610,2012-10-11,52.665,53.055,53.18,52.595,-0.68%,2.162344
1611,2012-10-10,53.025,52.685,53.195,52.585,0.63%,2.162344
1612,2012-10-09,52.695,52.655,52.85,52.235,0.29%,2.162344
1613,2012-10-08,52.545,51.885,52.655,51.745,1.21%,2.162344
1614,2012-10-05,51.915,51.745,52.045,51.365,0.33%,2.162344
1615,2012-10-04,51.745,52.15,52.225,51.665,-0.95%,2.162344
1616,2012-10-03,52.24,52.44,52.58,52.125,-0.36%,2.162344
1617,2012-10-02,52.43,52.4,52.445,52.32,0.10%,2.162344
1618,2012-10-01,52.38,52.83,53.01,52.31,-0.90%,2.162344
1619,2012-09-28,52.855,53.015,53.015,52.505,-0.14%,1.991282
1620,2012-09-27,52.93,53.6,53.6,52.9,-1.22%,1.991282
1621,2012-09-26,53.585,53.365,53.635,53.365,0.41%,1.991282
1622,2012-09-25,53.365,53.465,53.625,53.25,-0.14%,1.991282
1623,2012-09-24,53.44,53.405,53.55,53.06,0.14%,1.991282
