,Date,Price,Open,High,Low,Change %,USA Inflation
897,2015-07-07,63.476000000000006,63.263000000000005,63.582,63.26,0.34%,0.1695698
898,2015-07-06,63.263999999999996,63.427,63.64,63.254,-0.23%,0.1695698
899,2015-07-03,63.411,63.297,63.5,63.297,0.18%,0.1695698
900,2015-07-02,63.299,63.553000000000004,63.68,63.29600000000001,-0.39%,0.1695698
901,2015-07-01,63.55,63.608999999999995,63.711999999999996,63.53,-0.08%,0.1695698
902,2015-06-30,63.604,63.707,63.81,63.55,-0.16%,0.1237712
903,2015-06-29,63.707,63.523,63.95,63.45,0.40%,0.1237712
904,2015-06-26,63.452,63.528,63.67,63.45,-0.10%,0.1237712
905,2015-06-25,63.518,63.548,63.65,63.489,-0.01%,0.1237712
906,2015-06-24,63.526,63.59,63.71,63.486999999999995,-0.13%,0.1237712
907,2015-06-23,63.607,63.532,63.695,63.498999999999995,0.13%,0.1237712
908,2015-06-22,63.523,63.532,63.59,63.44,0.04%,0.1237712
909,2015-06-19,63.5,63.57899999999999,63.87,63.42,-0.12%,0.1237712
910,2015-06-18,63.577,63.905,63.95,63.566,-0.68%,0.1237712
911,2015-06-17,64.01100000000001,64.166,64.28,63.989,-0.24%,0.1237712
912,2015-06-16,64.166,64.081,64.33,63.996,0.13%,0.1237712
913,2015-06-15,64.085,64.1,64.2,64.0,-0.02%,0.1237712
914,2015-06-12,64.1,63.985,64.2,63.9,0.22%,0.1237712
915,2015-06-11,63.958999999999996,63.782,64.03,63.75,0.30%,0.1237712
916,2015-06-10,63.766000000000005,64.039,64.071,63.76,-0.38%,0.1237712
917,2015-06-09,64.01,63.963,64.09,63.85,0.10%,0.1237712
918,2015-06-08,63.946999999999996,64.111,64.18,63.925,0.28%,0.1237712
919,2015-06-05,63.77,63.963,64.035,63.75,-0.30%,0.1237712
920,2015-06-04,63.964,63.996,64.27,63.916000000000004,-0.05%,0.1237712
921,2015-06-03,63.997,63.699,64.08,63.669,0.48%,0.1237712
922,2015-06-02,63.68899999999999,63.61,63.97,63.59,0.15%,0.1237712
923,2015-06-01,63.593999999999994,63.733000000000004,63.841,63.53,-0.23%,0.1237712
924,2015-05-29,63.743,63.79,63.946000000000005,63.68,-0.03%,-0.03993275
925,2015-05-28,63.763000000000005,63.823,64.0,63.745,-0.10%,-0.03993275
926,2015-05-27,63.826,63.983000000000004,64.17,63.82,-0.23%,-0.03993275
927,2015-05-26,63.972,63.493,64.02,63.49,0.75%,-0.03993275
928,2015-05-25,63.496,63.511,63.68,63.49,0.01%,-0.03993275
929,2015-05-22,63.49,63.578,63.681000000000004,63.43,-0.14%,-0.03993275
930,2015-05-21,63.58,63.611999999999995,63.75,63.51,-0.03%,-0.03993275
931,2015-05-20,63.598,63.781000000000006,63.9,63.555,-0.26%,-0.03993275
932,2015-05-19,63.763000000000005,63.725,63.85,63.52,0.09%,-0.03993275
933,2015-05-18,63.708,63.442,63.75,63.425,0.42%,-0.03993275
934,2015-05-15,63.44,63.403,63.662,63.347,0.09%,-0.03993275
935,2015-05-14,63.383,64.014,64.063,63.379,-0.98%,-0.03993275
936,2015-05-13,64.013,64.146,64.281,63.845,-0.21%,-0.03993275
937,2015-05-12,64.14699999999999,64.007,64.39,63.998000000000005,0.22%,-0.03993275
938,2015-05-11,64.007,63.705,64.02199999999999,63.705,0.46%,-0.03993275
939,2015-05-08,63.711000000000006,64.071,64.23,63.657,-0.56%,-0.03993275
940,2015-05-07,64.07300000000001,63.635,64.29,63.623000000000005,0.71%,-0.03993275
941,2015-05-06,63.621,63.376000000000005,63.685,63.31,0.40%,-0.03993275
942,2015-05-05,63.369,63.562,63.62,63.315,-0.23%,-0.03993275
943,2015-05-04,63.516000000000005,63.692,63.693000000000005,63.516000000000005,-0.32%,-0.03993275
944,2015-05-01,63.718999999999994,63.531000000000006,63.72,63.5,0.30%,-0.03993275
945,2015-04-30,63.528999999999996,63.44,63.74,63.398,0.11%,-0.1995174
946,2015-04-29,63.46,63.049,63.501999999999995,63.04,0.65%,-0.1995174
947,2015-04-28,63.053000000000004,63.333999999999996,63.47,63.027,-0.46%,-0.1995174
948,2015-04-27,63.346000000000004,63.747,63.78,63.346000000000004,-0.50%,-0.1995174
949,2015-04-24,63.662,63.283,63.683,63.215,0.61%,-0.1995174
950,2015-04-23,63.277,62.968,63.43,62.895,0.47%,-0.1995174
951,2015-04-22,62.98,62.881,63.02,62.725,0.20%,-0.1995174
952,2015-04-21,62.854,63.14,63.165,62.75,-0.45%,-0.1995174
953,2015-04-20,63.137,62.553999999999995,63.167,62.5,0.94%,-0.1995174
954,2015-04-17,62.55,62.317,62.55,62.305,0.37%,-0.1995174
955,2015-04-16,62.317,62.353,62.407,62.245,-0.07%,-0.1995174
956,2015-04-15,62.36,62.294,62.46,62.263999999999996,0.15%,-0.1995174
957,2015-04-14,62.268,62.413000000000004,62.422,62.21,-0.22%,-0.1995174
958,2015-04-13,62.407,62.184,62.575,62.18,0.21%,-0.1995174
959,2015-04-10,62.276,62.301,62.43,62.208999999999996,-0.05%,-0.1995174
960,2015-04-09,62.306000000000004,62.201,62.336999999999996,62.15,0.18%,-0.1995174
961,2015-04-08,62.192,62.301,62.372,62.138999999999996,-0.17%,-0.1995174
962,2015-04-07,62.29600000000001,62.206,62.425,62.195,0.14%,-0.1995174
963,2015-04-06,62.207,61.93,62.24,61.93,0.40%,-0.1995174
964,2015-04-03,61.96,62.078,62.14,61.93600000000001,-0.17%,-0.1995174
965,2015-04-02,62.067,62.163000000000004,62.24,62.04600000000001,-0.12%,-0.1995174
966,2015-04-01,62.141999999999996,62.291000000000004,62.402,62.135,-0.24%,-0.1995174
967,2015-03-31,62.291000000000004,62.513999999999996,62.68,62.276,-0.35%,-0.07363739
968,2015-03-30,62.51,62.534,62.7,62.438,-0.02%,-0.07363739
969,2015-03-27,62.523,62.84,62.851000000000006,62.395,-0.50%,-0.07363739
970,2015-03-26,62.836000000000006,62.43,62.843,62.43,0.68%,-0.07363739
971,2015-03-25,62.412,62.343999999999994,62.45399999999999,62.262,0.10%,-0.07363739
972,2015-03-24,62.348,62.21,62.42100000000001,62.14,0.19%,-0.07363739
973,2015-03-23,62.23,62.415,62.415,62.23,-0.29%,-0.07363739
974,2015-03-20,62.41,62.525,62.595,62.41,-0.13%,-0.07363739
975,2015-03-19,62.49,62.39,62.685,62.37,-0.34%,-0.07363739
976,2015-03-18,62.701,62.651,62.79,62.62,0.12%,-0.07363739
977,2015-03-17,62.623000000000005,62.778,62.85,62.608000000000004,-0.25%,-0.07363739
978,2015-03-16,62.78,63.086999999999996,63.138000000000005,62.763000000000005,-0.48%,-0.07363739
979,2015-03-13,63.083,62.559,63.126000000000005,62.433,0.87%,-0.07363739
980,2015-03-12,62.542,62.777,62.79600000000001,62.408,-0.38%,-0.07363739
981,2015-03-11,62.781000000000006,62.723,62.88,62.7,0.10%,-0.07363739
982,2015-03-10,62.72,62.641000000000005,62.836000000000006,62.563,0.14%,-0.07363739
983,2015-03-09,62.63399999999999,62.475,62.8,62.4,0.28%,-0.07363739
984,2015-03-06,62.46,62.393,62.463,62.3,0.13%,-0.07363739
985,2015-03-05,62.381,62.309,62.43,62.16,0.12%,-0.07363739
986,2015-03-04,62.309,61.818999999999996,62.391000000000005,61.659,0.79%,-0.07363739
987,2015-03-03,61.818999999999996,61.861999999999995,61.972,61.772,-0.07%,-0.07363739
988,2015-03-02,61.861999999999995,61.713,62.0,61.675,0.33%,-0.07363739
989,2015-02-27,61.659,61.744,61.92,61.658,-0.12%,-0.0251298
990,2015-02-26,61.731,61.871,62.0,61.675,-0.21%,-0.0251298
991,2015-02-25,61.861999999999995,62.09,62.113,61.84,-0.50%,-0.0251298
992,2015-02-24,62.17,62.172,62.36,62.07,0.01%,-0.0251298
993,2015-02-23,62.163000000000004,62.27,62.33,62.117,0.09%,-0.0251298
994,2015-02-20,62.108999999999995,62.14,62.29,62.108000000000004,-0.05%,-0.0251298
995,2015-02-19,62.138000000000005,62.06399999999999,62.17,62.03,0.13%,-0.0251298
996,2015-02-18,62.056999999999995,62.157,62.361000000000004,62.005,-0.16%,-0.0251298
997,2015-02-17,62.157,62.105,62.27,62.07,0.08%,-0.0251298
998,2015-02-16,62.105,62.114,62.25,62.07,0.05%,-0.0251298
999,2015-02-13,62.076,62.14,62.224,62.02,-0.12%,-0.0251298
1000,2015-02-12,62.15,62.382,62.54,62.028,-0.37%,-0.0251298
1001,2015-02-11,62.382,62.327,62.433,62.12,0.09%,-0.0251298
1002,2015-02-10,62.327,62.161,62.373999999999995,61.93,0.29%,-0.0251298
1003,2015-02-09,62.148999999999994,62.058,62.22,61.95,0.29%,-0.0251298
1004,2015-02-06,61.97,61.703,62.025,61.665,0.42%,-0.0251298
1005,2015-02-05,61.708999999999996,61.842,61.95,61.678000000000004,-0.22%,-0.0251298
1006,2015-02-04,61.842,61.596000000000004,61.91,61.565,0.40%,-0.0251298
1007,2015-02-03,61.596000000000004,61.721000000000004,61.85,61.565,-0.20%,-0.0251298
1008,2015-02-02,61.718999999999994,62.005,62.085,61.645,-0.49%,-0.0251298
1009,2015-01-30,62.02,61.806999999999995,62.035,61.71,0.35%,-0.08934832
1010,2015-01-29,61.801,61.44,61.981,61.43,0.72%,-0.08934832
1011,2015-01-28,61.358000000000004,61.515,61.54,61.27,-0.08%,-0.08934832
1012,2015-01-27,61.41,61.48,61.525,61.355,-0.11%,-0.08934832
1013,2015-01-26,61.48,61.515,61.52,61.475,0.07%,-0.08934832
1014,2015-01-23,61.44,61.45,61.615,61.373000000000005,-0.27%,-0.08934832
1015,2015-01-22,61.605,61.635,61.77,61.505,0.07%,-0.08934832
1016,2015-01-21,61.56,61.73,61.73,61.54,-0.15%,-0.08934832
1017,2015-01-20,61.655,61.825,61.905,61.645,0.02%,-0.08934832
1018,2015-01-19,61.645,61.655,61.812,61.605,-0.36%,-0.08934832
1019,2015-01-16,61.87,62.085,62.21,61.795,-0.31%,-0.08934832
1020,2015-01-15,62.065,61.885,62.105,61.485,-0.05%,-0.08934832
1021,2015-01-14,62.095,62.085,62.235,62.06,0.19%,-0.08934832
1022,2015-01-13,61.98,62.1,62.195,61.97,-0.15%,-0.08934832
1023,2015-01-12,62.075,62.355,62.355,62.065,-0.45%,-0.08934832
1024,2015-01-09,62.355,62.5,62.52,62.3,-0.51%,-0.08934832
1025,2015-01-08,62.675,63.205,63.205,62.595,-0.96%,-0.08934832
1026,2015-01-07,63.28,63.52,63.565,63.17,-0.46%,-0.08934832
1027,2015-01-06,63.575,63.375,63.625,63.315,0.36%,-0.08934832
1028,2015-01-05,63.345,63.435,63.495,63.285,0.09%,-0.08934832
1029,2015-01-02,63.285,63.445,63.501999999999995,63.255,-0.11%,-0.08934832
1030,2015-01-01,63.355,63.175,63.455,63.175,0.51%,-0.08934832
1031,2014-12-31,63.035,63.315,63.39,63.035,-0.55%,0.7564933
1032,2014-12-30,63.385,63.725,63.795,63.355,-0.45%,0.7564933
1033,2014-12-29,63.67,63.665,63.715,63.625,0.17%,0.7564933
1034,2014-12-26,63.562,63.455,63.69,63.455,0.07%,0.7564933
1035,2014-12-25,63.52,63.52,63.52,63.52,0.00%,0.7564933
1036,2014-12-24,63.52,63.435,63.565,63.375,0.13%,0.7564933
1037,2014-12-23,63.44,63.31,63.51,63.25,0.33%,0.7564933
1038,2014-12-22,63.23,63.255,63.33,63.145,-0.02%,0.7564933
1039,2014-12-19,63.245,63.055,63.34,62.99,0.40%,0.7564933
1040,2014-12-18,62.99,63.36,63.4,62.985,-0.84%,0.7564933
1041,2014-12-17,63.525,63.53,63.89,63.45,-0.21%,0.7564933
1042,2014-12-16,63.66,62.915,63.66,62.815,0.77%,0.7564933
1043,2014-12-15,63.175,62.21,63.175,62.21,1.04%,0.7564933
1044,2014-12-12,62.525,62.26,62.535,62.21,0.07%,0.7564933
1045,2014-12-11,62.48,62.05,62.48,62.01,0.59%,0.7564933
1046,2014-12-10,62.115,61.81,62.115,61.77,0.38%,0.7564933
1047,2014-12-09,61.88,61.89,61.955,61.835,0.09%,0.7564933
1048,2014-12-08,61.825,61.98,62.01,61.825,-0.15%,0.7564933
1049,2014-12-05,61.918,61.845,61.918,61.78,0.21%,0.7564933
1050,2014-12-04,61.79,61.945,61.965,61.79,-0.12%,0.7564933
1051,2014-12-03,61.863,61.885,61.97,61.815,0.11%,0.7564933
1052,2014-12-02,61.795,61.905,62.02,61.795,-0.26%,0.7564933
1053,2014-12-01,61.955,62.06,62.24,61.955,-0.41%,0.7564933
1054,2014-11-28,62.21,61.815,62.25,61.765,0.57%,1.322355
1055,2014-11-27,61.86,61.74,61.938,61.74,0.11%,1.322355
1056,2014-11-26,61.795,61.865,61.913000000000004,61.785,-0.11%,1.322355
1057,2014-11-25,61.865,61.915,62.045,61.85,0.01%,1.322355
1058,2014-11-24,61.86,61.7,61.975,61.66,0.15%,1.322355
1059,2014-11-21,61.766999999999996,61.845,61.905,61.745,-0.26%,1.322355
1060,2014-11-20,61.93,62.04,62.23,61.89,-0.02%,1.322355
1061,2014-11-19,61.945,61.845,62.008,61.795,0.36%,1.322355
1062,2014-11-18,61.725,61.735,61.885,61.705,-0.17%,1.322355
1063,2014-11-17,61.83,61.63,61.83,61.63,0.19%,1.322355
1064,2014-11-14,61.715,61.63,61.86,61.56,0.19%,1.322355
1065,2014-11-13,61.6,61.49,61.635,61.49,0.37%,1.322355
1066,2014-11-12,61.375,61.535,61.57,61.375,-0.23%,1.322355
1067,2014-11-11,61.515,61.57,61.65,61.515,0.05%,1.322355
1068,2014-11-10,61.485,61.465,61.57,61.39,-0.06%,1.322355
1069,2014-11-07,61.52,61.44,61.7,61.44,0.03%,1.322355
1070,2014-11-06,61.5,61.44,61.515,61.425,0.11%,1.322355
1071,2014-11-05,61.435,61.34,61.545,61.3,0.07%,1.322355
1072,2014-11-04,61.395,61.365,61.415,61.31,-0.04%,1.322355
1073,2014-11-03,61.42,61.51,61.51,61.325,0.02%,1.322355
1074,2014-10-31,61.405,61.365,61.615,61.3,-0.06%,1.6643400000000002
1075,2014-10-30,61.44,61.29,61.555,61.29,0.24%,1.6643400000000002
1076,2014-10-29,61.29,61.265,61.375,61.22,0.17%,1.6643400000000002
1077,2014-10-28,61.188,61.255,61.425,61.162,-0.19%,1.6643400000000002
1078,2014-10-27,61.305,61.185,61.375,61.185,0.22%,1.6643400000000002
1079,2014-10-24,61.17,61.17,61.17,61.17,0.00%,1.6643400000000002
1080,2014-10-23,61.17,61.16,61.21,61.1,-0.05%,1.6643400000000002
1081,2014-10-22,61.2,61.095,61.315,61.015,0.08%,1.6643400000000002
1082,2014-10-21,61.15,61.315,61.376999999999995,61.12,-0.14%,1.6643400000000002
1083,2014-10-20,61.235,61.315,61.385,61.185,-0.21%,1.6643400000000002
1084,2014-10-17,61.365,61.765,61.765,61.36,-0.77%,1.6643400000000002
1085,2014-10-16,61.84,61.485,61.94,61.435,0.75%,1.6643400000000002
1086,2014-10-15,61.38,61.31,61.41,61.25,-0.03%,1.6643400000000002
1087,2014-10-14,61.4,60.945,61.48,60.935,0.64%,1.6643400000000002
1088,2014-10-13,61.01,61.285,61.315,61.01,-0.45%,1.6643400000000002
1089,2014-10-10,61.285,61.165,61.365,61.125,0.38%,1.6643400000000002
1090,2014-10-09,61.055,61.145,61.145,60.91,-0.50%,1.6643400000000002
1091,2014-10-08,61.36,61.47,61.525,61.31,0.09%,1.6643400000000002
1092,2014-10-07,61.305,61.465,61.485,61.28,-0.39%,1.6643400000000002
1093,2014-10-06,61.545,61.545,61.545,61.545,0.00%,1.6643400000000002
1094,2014-10-03,61.545,61.545,61.545,61.545,0.00%,1.6643400000000002
1095,2014-10-02,61.545,61.72,61.72,61.545,-0.29%,1.6643400000000002
1096,2014-10-01,61.725,61.835,61.965,61.593,-0.35%,1.6643400000000002
1097,2014-09-30,61.94,61.615,61.94,61.565,0.62%,1.657919
1098,2014-09-29,61.56,61.155,61.62,61.155,0.68%,1.657919
1099,2014-09-26,61.145,61.345,61.625,61.015,-0.31%,1.657919
1100,2014-09-25,61.335,60.965,61.42,60.925,0.64%,1.657919
1101,2014-09-24,60.945,61.045,61.065,60.905,-0.18%,1.657919
1102,2014-09-23,61.055,60.955,61.055,60.875,0.18%,1.657919
1103,2014-09-22,60.945,60.795,60.945,60.755,0.14%,1.657919
1104,2014-09-19,60.86,60.78,60.9,60.73,0.20%,1.657919
1105,2014-09-18,60.74,61.115,61.22,60.74,-0.29%,1.657919
1106,2014-09-17,60.915,60.985,61.043,60.83,-0.24%,1.657919
1107,2014-09-16,61.06,61.025,61.165,61.007,-0.07%,1.657919
1108,2014-09-15,61.105,60.655,61.175,60.655,0.74%,1.657919
1109,2014-09-12,60.655,60.975,61.025,60.645,-0.45%,1.657919
1110,2014-09-11,60.93,60.845,60.945,60.72,0.00%,1.657919
1111,2014-09-10,60.93,60.78,61.045,60.76,0.54%,1.657919
1112,2014-09-09,60.605,60.435,60.673,60.405,0.55%,1.657919
1113,2014-09-08,60.275,60.305,60.325,60.211999999999996,-0.20%,1.657919
1114,2014-09-05,60.395,60.445,60.505,60.38,0.06%,1.657919
1115,2014-09-04,60.36,60.465,60.49,60.355,-0.21%,1.657919
1116,2014-09-03,60.49,60.605,60.695,60.335,-0.32%,1.657919
1117,2014-09-02,60.685,60.585,60.695,60.495,0.26%,1.657919
1118,2014-09-01,60.53,60.51,60.535,60.425,0.02%,1.657919
1119,2014-08-29,60.52,60.51,60.55,60.47,0.03%,1.699611
1120,2014-08-28,60.5,60.405,60.698,60.365,0.07%,1.699611
1121,2014-08-27,60.455,60.485,60.515,60.35,0.03%,1.699611
1122,2014-08-26,60.435,60.505,60.58,60.435,-0.22%,1.699611
1123,2014-08-25,60.57,60.555,60.58,60.405,0.17%,1.699611
1124,2014-08-22,60.47,60.495,60.56,60.365,-0.34%,1.699611
1125,2014-08-21,60.675,60.695,60.8,60.615,0.10%,1.699611
1126,2014-08-20,60.615,60.845,60.885,60.52,-0.10%,1.699611
1127,2014-08-19,60.675,60.775,60.785,60.645,-0.17%,1.699611
1128,2014-08-18,60.78,60.78,60.78,60.78,0.00%,1.699611
1129,2014-08-15,60.78,60.82,60.85,60.78,0.02%,1.699611
1130,2014-08-14,60.765,61.105,61.12,60.765,-0.54%,1.699611
1131,2014-08-13,61.095,61.095,61.315,61.095,0.02%,1.699611
1132,2014-08-12,61.085,61.125,61.225,61.075,-0.15%,1.699611
1133,2014-08-11,61.175,61.085,61.265,61.025,0.05%,1.699611
1134,2014-08-08,61.145,61.245,61.745,61.135,-0.16%,1.699611
1135,2014-08-07,61.245,61.405,61.555,61.215,-0.41%,1.699611
1136,2014-08-06,61.5,61.035,61.525,61.025,1.07%,1.699611
1137,2014-08-05,60.85,60.885,61.005,60.695,-0.16%,1.699611
1138,2014-08-04,60.945,61.205,61.205,60.875,-0.44%,1.699611
1139,2014-08-01,61.215,60.755,61.225,60.7,1.09%,1.699611
1140,2014-07-31,60.555,60.245,60.565,60.205,0.82%,1.992329
1141,2014-07-30,60.065,60.245,60.245,60.052,-0.11%,1.992329
1142,2014-07-29,60.13,60.125,60.14,60.1,0.07%,1.992329
1143,2014-07-28,60.09,60.055,60.17,60.055,0.05%,1.992329
1144,2014-07-25,60.06,60.055,60.195,60.01,-0.11%,1.992329
1145,2014-07-24,60.125,59.965,60.165,59.935,0.17%,1.992329
1146,2014-07-23,60.02,60.145,60.21,59.96,-0.14%,1.992329
1147,2014-07-22,60.105,60.265,60.305,60.1,-0.23%,1.992329
1148,2014-07-21,60.245,60.285,60.34,60.165,-0.07%,1.992329
1149,2014-07-18,60.285,60.385,60.455,60.245,0.17%,1.992329
1150,2014-07-17,60.185,60.025,60.2,60.025,0.10%,1.992329
1151,2014-07-16,60.125,60.235,60.275,60.09,0.00%,1.992329
1152,2014-07-15,60.125,60.045,60.25,60.005,0.00%,1.992329
1153,2014-07-14,60.125,59.97,60.215,59.915,0.05%,1.992329
1154,2014-07-11,60.095,60.115,60.315,59.925,-0.17%,1.992329
1155,2014-07-10,60.195,59.685,60.225,59.575,0.72%,1.992329
1156,2014-07-09,59.765,59.755,59.95,59.685,0.02%,1.992329
1157,2014-07-08,59.755,59.955,60.005,59.665,-0.33%,1.992329
1158,2014-07-07,59.955,59.815,60.06,59.735,0.39%,1.992329
1159,2014-07-04,59.725,59.745,59.83,59.645,-0.03%,1.992329
1160,2014-07-03,59.74,59.675,59.85,59.53,0.08%,1.992329
1161,2014-07-02,59.692,60.035,60.095,59.59,-0.61%,1.992329
1162,2014-07-01,60.06,60.085,60.2,60.06,0.00%,1.992329
1163,2014-06-30,60.06,60.045,60.28,60.005,0.02%,2.0723409999999998
1164,2014-06-27,60.045,60.21,60.21,60.045,-0.27%,2.0723409999999998
1165,2014-06-26,60.21,60.035,60.26,60.035,0.21%,2.0723409999999998
1166,2014-06-25,60.085,60.255,60.4,60.085,-0.12%,2.0723409999999998
1167,2014-06-24,60.16,60.09,60.175,60.08,0.00%,2.0723409999999998
1168,2014-06-23,60.16,60.065,60.305,60.015,-0.02%,2.0723409999999998
1169,2014-06-20,60.175,60.235,60.345,60.135,0.13%,2.0723409999999998
1170,2014-06-19,60.095,60.225,60.225,59.855,-0.34%,2.0723409999999998
1171,2014-06-18,60.3,60.215,60.545,60.065,-0.05%,2.0723409999999998
1172,2014-06-17,60.33,60.115,60.525,60.035,0.24%,2.0723409999999998
1173,2014-06-16,60.185,59.715,60.24,59.715,0.80%,2.0723409999999998
1174,2014-06-13,59.71,59.31,59.81,59.3,0.70%,2.0723409999999998
1175,2014-06-12,59.295,59.235,59.375,59.1,-0.08%,2.0723409999999998
1176,2014-06-11,59.34,59.33,59.37,59.23,0.21%,2.0723409999999998
1177,2014-06-10,59.215,59.135,59.35,59.135,0.02%,2.0723409999999998
1178,2014-06-09,59.205,59.105,59.21,58.975,0.05%,2.0723409999999998
1179,2014-06-06,59.175,59.165,59.315,59.105,-0.14%,2.0723409999999998
1180,2014-06-05,59.26,59.28,59.37,59.195,-0.03%,2.0723409999999998
1181,2014-06-04,59.28,59.435,59.465,59.215,-0.10%,2.0723409999999998
1182,2014-06-03,59.34,59.08,59.431999999999995,59.08,0.31%,2.0723409999999998
1183,2014-06-02,59.155,59.105,59.275,59.065,-0.07%,2.0723409999999998
1184,2014-05-30,59.195,59.045,59.195,58.94,0.47%,2.127111
1185,2014-05-29,58.92,58.935,59.085,58.795,-0.04%,2.127111
1186,2014-05-28,58.945,58.955,59.22,58.815,-0.17%,2.127111
1187,2014-05-27,59.045,58.715,59.097,58.655,0.56%,2.127111
1188,2014-05-26,58.715,58.445,58.925,58.41,0.32%,2.127111
1189,2014-05-23,58.525,58.465,58.555,58.33,0.41%,2.127111
1190,2014-05-22,58.285,58.615,58.7,58.265,-0.70%,2.127111
1191,2014-05-21,58.695,58.705,58.875,58.635,0.18%,2.127111
1192,2014-05-20,58.59,58.595,58.825,58.525,0.37%,2.127111
1193,2014-05-19,58.375,58.565,58.615,58.375,-0.36%,2.127111
1194,2014-05-16,58.585,59.365,59.365,58.585,-1.48%,2.127111
1195,2014-05-15,59.465,59.415,59.615,59.1,-0.03%,2.127111
1196,2014-05-14,59.485,59.405,59.515,59.39,0.03%,2.127111
1197,2014-05-13,59.465,59.965,59.965,59.46,-0.98%,2.127111
1198,2014-05-12,60.055,59.905,60.115,59.513000000000005,0.15%,2.127111
1199,2014-05-09,59.965,60.065,60.1,59.87,0.11%,2.127111
1200,2014-05-08,59.9,59.965,60.1,59.88,-0.21%,2.127111
1201,2014-05-07,60.025,60.055,60.155,59.965,0.07%,2.127111
1202,2014-05-06,59.985,60.075,60.245,59.975,-0.42%,2.127111
1203,2014-05-05,60.24,60.09,60.25,60.008,0.09%,2.127111
1204,2014-05-02,60.185,60.235,60.285,60.105,-0.14%,2.127111
1205,2014-05-01,60.27,60.27,60.27,60.27,-0.12%,2.127111
1206,2014-04-30,60.345,60.355,60.415,60.225,-0.13%,1.9528580000000002
1207,2014-04-29,60.425,60.615,60.635,60.315,-0.37%,1.9528580000000002
1208,2014-04-28,60.65,60.605,60.74,60.433,0.01%,1.9528580000000002
1209,2014-04-25,60.645,61.055,61.15,60.543,-0.76%,1.9528580000000002
1210,2014-04-24,61.11,61.01,61.14,61.01,0.02%,1.9528580000000002
1211,2014-04-23,61.095,60.885,61.195,60.865,0.54%,1.9528580000000002
1212,2014-04-22,60.765,60.675,60.885,60.635,0.28%,1.9528580000000002
1213,2014-04-21,60.595,60.265,60.615,60.265,0.50%,1.9528580000000002
1214,2014-04-18,60.295,60.295,60.295,60.235,0.00%,1.9528580000000002
1215,2014-04-17,60.295,60.295,60.505,60.27,-0.13%,1.9528580000000002
1216,2014-04-16,60.375,60.305,60.425,60.185,0.23%,1.9528580000000002
1217,2014-04-15,60.235,60.355,60.355,60.205,-0.03%,1.9528580000000002
1218,2014-04-14,60.255,60.255,60.255,60.255,0.12%,1.9528580000000002
1219,2014-04-11,60.18,60.325,60.345,60.14,0.17%,1.9528580000000002
1220,2014-04-10,60.075,60.045,60.295,60.035,-0.12%,1.9528580000000002
1221,2014-04-09,60.145,59.975,60.155,59.825,0.09%,1.9528580000000002
1222,2014-04-08,60.09,60.13,60.15,60.03,-0.04%,1.9528580000000002
1223,2014-04-07,60.115,59.905,60.25,59.765,0.05%,1.9528580000000002
1224,2014-04-04,60.085,60.355,60.398,60.075,-0.14%,1.9528580000000002
1225,2014-04-03,60.17,59.955,60.3,59.835,0.44%,1.9528580000000002
1226,2014-04-02,59.905,59.815,59.915,59.575,-0.18%,1.9528580000000002
1227,2014-04-01,60.015,59.935,60.045,59.935,0.00%,1.9528580000000002
1228,2014-03-31,60.015,59.91,60.02,59.91,0.21%,1.512203
1229,2014-03-28,59.89,60.19,60.19,59.69,-0.59%,1.512203
1230,2014-03-27,60.245,60.245,60.355,60.125,0.17%,1.512203
1231,2014-03-26,60.145,60.305,60.305,60.065,-0.56%,1.512203
1232,2014-03-25,60.485,60.605,60.605,60.435,-0.49%,1.512203
1233,2014-03-24,60.78,60.855,60.855,60.645,-0.20%,1.512203
1234,2014-03-21,60.9,61.195,61.205,60.9,-0.72%,1.512203
1235,2014-03-20,61.34,61.39,61.39,61.07,0.60%,1.512203
1236,2014-03-19,60.975,61.085,61.185,60.925,-0.23%,1.512203
1237,2014-03-18,61.115,61.035,61.215,60.875,0.04%,1.512203
1238,2014-03-17,61.09,61.13,61.13,61.07,-0.19%,1.512203
1239,2014-03-14,61.205,61.415,61.555,61.055,0.05%,1.512203
1240,2014-03-13,61.175,61.025,61.185,60.915,-0.07%,1.512203
1241,2014-03-12,61.22,60.945,61.295,60.945,0.45%,1.512203
1242,2014-03-11,60.945,60.885,60.975,60.605,0.16%,1.512203
1243,2014-03-10,60.845,61.255,61.335,60.79,-0.39%,1.512203
1244,2014-03-07,61.085,61.015,61.175,60.945,-0.05%,1.512203
1245,2014-03-06,61.115,61.535,61.535,61.105,-1.04%,1.512203
1246,2014-03-05,61.755,61.905,61.91,61.65,-0.24%,1.512203
1247,2014-03-04,61.905,62.135,62.155,61.835,-0.23%,1.512203
1248,2014-03-03,62.045,61.955,62.09,61.815,0.40%,1.512203
1249,2014-02-28,61.795,62.105,62.14,61.755,-0.32%,1.126349
1250,2014-02-27,61.995,61.995,61.995,61.995,0.02%,1.126349
1251,2014-02-26,61.985,61.965,62.055,61.885,0.00%,1.126349
1252,2014-02-25,61.985,61.985,62.05,61.86,-0.14%,1.126349
1253,2014-02-24,62.075,62.105,62.16,61.945,-0.10%,1.126349
1254,2014-02-21,62.14,62.19,62.19,62.055,-0.16%,1.126349
1255,2014-02-20,62.24,62.38,62.45,62.213,0.00%,1.126349
