,Date,Open,INR Gold Price per Troy,IND Inflation,USA Inflation,Foreign direct investment net inflows (% of GDP) - IND,Foreign direct investment net inflows (% of GDP),Today Price
74,2010-04-15,44.165,51306,13.33333,2.236447,1.653785022,1.764450924,44.345
75,2010-04-16,44.285,51034.5,13.33333,2.236447,1.653785022,1.764450924,44.275
76,2010-04-19,44.235,50830.1,13.33333,2.236447,1.653785022,1.764450924,44.735
77,2010-04-20,44.655,50935.7,13.33333,2.236447,1.653785022,1.764450924,44.515
78,2010-04-21,44.385,50926.4,13.33333,2.236447,1.653785022,1.764450924,44.555
79,2010-04-22,44.555,50491.5,13.33333,2.236447,1.653785022,1.764450924,44.535
80,2010-04-23,44.415,50628,13.33333,2.236447,1.653785022,1.764450924,44.315
81,2010-04-26,44.285,51254,13.33333,2.236447,1.653785022,1.764450924,44.395
82,2010-04-27,44.325,51089.5,13.33333,2.236447,1.653785022,1.764450924,44.445
83,2010-04-28,44.445,51832.8,13.33333,2.236447,1.653785022,1.764450924,44.645
84,2010-04-29,44.64,51943.7,13.33333,2.236447,1.653785022,1.764450924,44.53
85,2010-04-30,44.425,52311.5,13.33333,2.236447,1.653785022,1.764450924,44.275
86,2010-05-03,44.205,52500.2,13.90728,2.020986,1.653785022,1.764450924,44.52
87,2010-05-04,44.455,52868.8,13.90728,2.020986,1.653785022,1.764450924,44.615
88,2010-05-05,44.505,52355.1,13.90728,2.020986,1.653785022,1.764450924,44.825
89,2010-05-06,44.795,53703.7,13.90728,2.020986,1.653785022,1.764450924,45.485
90,2010-05-07,45.395,54678.3,13.90728,2.020986,1.653785022,1.764450924,45.565
91,2010-05-10,45.385,53663,13.90728,2.020986,1.653785022,1.764450924,44.85
92,2010-05-11,44.765,55354.8,13.90728,2.020986,1.653785022,1.764450924,45.095
93,2010-05-12,45.335,55829.8,13.90728,2.020986,1.653785022,1.764450924,44.975
94,2010-05-13,44.825,55780.3,13.90728,2.020986,1.653785022,1.764450924,45.075
95,2010-05-14,44.975,55908.3,13.90728,2.020986,1.653785022,1.764450924,45.275
96,2010-05-17,45.145,56380.1,13.90728,2.020986,1.653785022,1.764450924,45.515
97,2010-05-18,45.405,55477.7,13.90728,2.020986,1.653785022,1.764450924,45.595
98,2010-05-19,45.455,55406.2,13.90728,2.020986,1.653785022,1.764450924,46.365
99,2010-05-20,46.195,55803.5,13.90728,2.020986,1.653785022,1.764450924,46.815
100,2010-05-21,46.835,55383.4,13.90728,2.020986,1.653785022,1.764450924,46.925
101,2010-05-24,46.955,55759.3,13.90728,2.020986,1.653785022,1.764450924,46.975
102,2010-05-25,46.845,57162.5,13.90728,2.020986,1.653785022,1.764450924,47.515
103,2010-05-26,47.725,57321.5,13.90728,2.020986,1.653785022,1.764450924,47.125
104,2010-05-27,47.025,57274.2,13.90728,2.020986,1.653785022,1.764450924,46.745
105,2010-05-28,46.645,55961.6,13.90728,2.020986,1.653785022,1.764450924,46.325
106,2010-05-31,46.225,55985.7,13.90728,2.020986,1.653785022,1.764450924,46.365
107,2010-06-01,46.305,57894.6,13.72549,1.053349,1.653785022,1.764450924,47.155
108,2010-06-02,47.048,57086.8,13.72549,1.053349,1.653785022,1.764450924,46.985
109,2010-06-03,46.86,56691.9,13.72549,1.053349,1.653785022,1.764450924,46.66
110,2010-06-04,46.495,56390,13.72549,1.053349,1.653785022,1.764450924,46.885
111,2010-06-07,46.835,57214.4,13.72549,1.053349,1.653785022,1.764450924,47.09
112,2010-06-08,47.035,58474.8,13.72549,1.053349,1.653785022,1.764450924,46.855
113,2010-06-09,46.755,57993,13.72549,1.053349,1.653785022,1.764450924,47.015
114,2010-06-10,46.925,57167.7,13.72549,1.053349,1.653785022,1.764450924,46.775
115,2010-06-11,46.745,57132.6,13.72549,1.053349,1.653785022,1.764450924,46.775
116,2010-06-14,46.725,56898.3,13.72549,1.053349,1.653785022,1.764450924,46.495
117,2010-06-15,46.475,57029.9,13.72549,1.053349,1.653785022,1.764450924,46.365
118,2010-06-16,46.265,57496.8,13.72549,1.053349,1.653785022,1.764450924,46.395
119,2010-06-17,46.325,57649.7,13.72549,1.053349,1.653785022,1.764450924,46.225
120,2010-06-18,46.075,57958.1,13.72549,1.053349,1.653785022,1.764450924,46.035
121,2010-06-21,45.965,57399.6,13.72549,1.053349,1.653785022,1.764450924,45.675
122,2010-06-22,45.585,57158.8,13.72549,1.053349,1.653785022,1.764450924,46.045
123,2010-06-23,46.245,56633.6,13.72549,1.053349,1.653785022,1.764450924,46.175
124,2010-06-24,46.095,57479.4,13.72549,1.053349,1.653785022,1.764450924,46.495
125,2010-06-25,46.425,58028.8,13.72549,1.053349,1.653785022,1.764450924,46.075
126,2010-06-28,46.015,58264.5,13.72549,1.053349,1.653785022,1.764450924,46.205
127,2010-06-29,46.075,57385.7,13.72549,1.053349,1.653785022,1.764450924,46.485
128,2010-06-30,46.345,57777.6,13.72549,1.053349,1.653785022,1.764450924,46.445
129,2010-07-01,46.345,57485.9,11.25,1.235193,1.653785022,1.764450924,46.585
130,2010-07-02,46.475,56188.2,11.25,1.235193,1.653785022,1.764450924,46.585
131,2010-07-05,46.465,56504.2,11.25,1.235193,1.653785022,1.764450924,46.775
132,2010-07-06,46.79,56051.5,11.25,1.235193,1.653785022,1.764450924,46.77
133,2010-07-07,46.655,56106.6,11.25,1.235193,1.653785022,1.764450924,47.02
134,2010-07-08,46.885,55927.4,11.25,1.235193,1.653785022,1.764450924,46.857
135,2010-07-09,46.685,56406.3,11.25,1.235193,1.653785022,1.764450924,46.665
136,2010-07-12,46.575,56375.2,11.25,1.235193,1.653785022,1.764450924,46.685
137,2010-07-13,46.655,56841.9,11.25,1.235193,1.653785022,1.764450924,46.77
138,2010-07-14,46.685,56366.9,11.25,1.235193,1.653785022,1.764450924,46.705
139,2010-07-15,46.565,56310.9,11.25,1.235193,1.653785022,1.764450924,46.615
140,2010-07-16,46.635,55633.1,11.25,1.235193,1.653785022,1.764450924,46.725
141,2010-07-19,46.605,55642.8,11.25,1.235193,1.653785022,1.764450924,47.115
142,2010-07-20,47.085,56021,11.25,1.235193,1.653785022,1.764450924,47.275
143,2010-07-21,47.175,56197.1,11.25,1.235193,1.653785022,1.764450924,47.165
144,2010-07-22,47.065,56526.4,11.25,1.235193,1.653785022,1.764450924,47.125
145,2010-07-23,47.105,55876.1,11.25,1.235193,1.653785022,1.764450924,46.915
146,2010-07-26,46.845,55683.7,11.25,1.235193,1.653785022,1.764450924,47.055
147,2010-07-27,47.045,54493,11.25,1.235193,1.653785022,1.764450924,46.655
148,2010-07-28,46.585,54101.3,11.25,1.235193,1.653785022,1.764450924,46.76
149,2010-07-29,46.635,54099.8,11.25,1.235193,1.653785022,1.764450924,46.537
150,2010-07-30,46.405,54247.4,11.25,1.235193,1.653785022,1.764450924,46.405
151,2010-08-02,46.325,54962.2,9.876543,1.148105,1.653785022,1.764450924,46.245
152,2010-08-03,46.085,54820.9,9.876543,1.148105,1.653785022,1.764450924,46.165
153,2010-08-04,46.05,55374.9,9.876543,1.148105,1.653785022,1.764450924,45.89
154,2010-08-05,45.905,55075.6,9.876543,1.148105,1.653785022,1.764450924,46.085
155,2010-08-06,45.995,55743.7,9.876543,1.148105,1.653785022,1.764450924,45.985
156,2010-08-09,45.885,55488.4,9.876543,1.148105,1.653785022,1.764450924,46.125
157,2010-08-10,45.99,55338,9.876543,1.148105,1.653785022,1.764450924,46.4
158,2010-08-11,46.245,56302.9,9.876543,1.148105,1.653785022,1.764450924,46.705
159,2010-08-12,46.575,56732,9.876543,1.148105,1.653785022,1.764450924,46.77
160,2010-08-13,46.645,56784.4,9.876543,1.148105,1.653785022,1.764450924,46.625
161,2010-08-16,46.545,57259.8,9.876543,1.148105,1.653785022,1.764450924,46.8
162,2010-08-17,46.645,57186.8,9.876543,1.148105,1.653785022,1.764450924,46.645
163,2010-08-18,46.495,56716.2,9.876543,1.148105,1.653785022,1.764450924,46.56
164,2010-08-19,46.407,57437.9,9.876543,1.148105,1.653785022,1.764450924,46.513
165,2010-08-20,46.445,57106.9,9.876543,1.148105,1.653785022,1.764450924,46.615
166,2010-08-23,46.565,57217.4,9.876543,1.148105,1.653785022,1.764450924,46.645
167,2010-08-24,46.555,57348.5,9.876543,1.148105,1.653785022,1.764450924,46.905
168,2010-08-25,46.805,58044.9,9.876543,1.148105,1.653785022,1.764450924,46.905
169,2010-08-26,46.825,57947.3,9.876543,1.148105,1.653785022,1.764450924,46.845
170,2010-08-27,46.755,57933.8,9.876543,1.148105,1.653785022,1.764450924,46.81
171,2010-08-30,46.725,57946.2,9.876543,1.148105,1.653785022,1.764450924,46.915
172,2010-08-31,46.875,58611.8,9.876543,1.148105,1.653785022,1.764450924,47.065
173,2010-09-01,47.045,58348.7,9.815951,1.143683,1.653785022,1.764450924,46.675
174,2010-09-02,46.595,58336.2,9.815951,1.143683,1.653785022,1.764450924,46.725
175,2010-09-03,46.605,57801.1,9.815951,1.143683,1.653785022,1.764450924,46.485
176,2010-09-06,46.395,58116,9.815951,1.143683,1.653785022,1.764450924,46.54
177,2010-09-07,46.505,58859.9,9.815951,1.143683,1.653785022,1.764450924,46.835
178,2010-09-08,46.797,58546.4,9.815951,1.143683,1.653785022,1.764450924,46.492
179,2010-09-09,46.46,58313.6,9.815951,1.143683,1.653785022,1.764450924,46.36
180,2010-09-10,46.295,57918.6,9.815951,1.143683,1.653785022,1.764450924,46.285
181,2010-09-13,46.22,57703.8,9.815951,1.143683,1.653785022,1.764450924,46.31
182,2010-09-14,46.27,58782.5,9.815951,1.143683,1.653785022,1.764450924,46.27
183,2010-09-15,46.16,58712.8,9.815951,1.143683,1.653785022,1.764450924,46.2
184,2010-09-16,46.145,58719.5,9.815951,1.143683,1.653785022,1.764450924,46.145
185,2010-09-17,46.085,58457.5,9.815951,1.143683,1.653785022,1.764450924,45.855
186,2010-09-20,45.795,58455.3,9.815951,1.143683,1.653785022,1.764450924,45.705
187,2010-09-21,45.665,58238.8,9.815951,1.143683,1.653785022,1.764450924,45.665
188,2010-09-22,45.625,58964.2,9.815951,1.143683,1.653785022,1.764450924,45.585
189,2010-09-23,45.595,58916.3,9.815951,1.143683,1.653785022,1.764450924,45.475
190,2010-09-24,45.41,58695.7,9.815951,1.143683,1.653785022,1.764450924,45.11
191,2010-09-27,45.065,58378,9.815951,1.143683,1.653785022,1.764450924,45.01
192,2010-09-28,44.97,58430.6,9.815951,1.143683,1.653785022,1.764450924,44.99
193,2010-09-29,44.965,58752.5,9.815951,1.143683,1.653785022,1.764450924,44.715
194,2010-09-30,44.67,58730,9.815951,1.143683,1.653785022,1.764450924,44.57
195,2010-10-01,44.555,58540.2,9.69697,1.172188,1.653785022,1.764450924,44.375
196,2010-10-04,44.325,58555.8,9.69697,1.172188,1.653785022,1.764450924,44.58
197,2010-10-05,44.535,59420.1,9.69697,1.172188,1.653785022,1.764450924,44.465
198,2010-10-06,44.445,59912.5,9.69697,1.172188,1.653785022,1.764450924,44.225
199,2010-10-07,44.175,59449,9.69697,1.172188,1.653785022,1.764450924,44.2
200,2010-10-08,44.175,59596.1,9.69697,1.172188,1.653785022,1.764450924,44.415
201,2010-10-11,44.345,60026.9,9.69697,1.172188,1.653785022,1.764450924,44.405
202,2010-10-12,44.345,60230.7,9.69697,1.172188,1.653785022,1.764450924,44.515
203,2010-10-13,44.475,60785.2,9.69697,1.172188,1.653785022,1.764450924,44.365
204,2010-10-14,44.285,60567.2,9.69697,1.172188,1.653785022,1.764450924,44.105
205,2010-10-15,44.105,60327.3,9.69697,1.172188,1.653785022,1.764450924,44.075
206,2010-10-18,44.055,60658,9.69697,1.172188,1.653785022,1.764450924,44.265
