,Date,Open,High,Low,INR Gold Price per Troy,IND Inflation,USA Inflation,"Foreign direct investment, net inflows (% of GDP) - IND","Foreign direct investment, net inflows (% of GDP)",Price
546,2012-02-06,48.605,49.145,48.605,84334.1,7.567567,2.871099,1.312934337,1.549619613,49.06
547,2012-02-07,49.07,49.255,48.83,84829.4,7.567567,2.871099,1.312934337,1.549619613,49.125
548,2012-02-08,49.215,49.265,48.965,85824.6,7.567567,2.871099,1.312934337,1.549619613,49.075
549,2012-02-09,49.155,49.525,49.055,86530.4,7.567567,2.871099,1.312934337,1.549619613,49.445
550,2012-02-10,49.5,49.77,49.35,84556.7,7.567567,2.871099,1.312934337,1.549619613,49.36
551,2012-02-13,49.36,49.55,49.13,84615.4,7.567567,2.871099,1.312934337,1.549619613,49.15
552,2012-02-14,49.2,49.49,49.1,85006.5,7.567567,2.871099,1.312934337,1.549619613,49.49
553,2012-02-15,49.375,49.415,49.195,85419.6,7.567567,2.871099,1.312934337,1.549619613,49.385
554,2012-02-16,49.295,49.44,49.29,84433.8,7.567567,2.871099,1.312934337,1.549619613,49.29
555,2012-02-17,49.3,49.365,49.145,84900.8,7.567567,2.871099,1.312934337,1.549619613,49.325
556,2012-02-20,49.335,49.335,49.115,85393.6,7.567567,2.871099,1.312934337,1.549619613,49.155
557,2012-02-21,49.22,49.335,49.065,86193.9,7.567567,2.871099,1.312934337,1.549619613,49.225
558,2012-02-22,49.315,49.315,49.13,86242.2,7.567567,2.871099,1.312934337,1.549619613,49.17
559,2012-02-23,49.23,49.33,49.1,87419.5,7.567567,2.871099,1.312934337,1.549619613,49.1
560,2012-02-24,49.205,49.205,48.94,86982,7.567567,2.871099,1.312934337,1.549619613,49.015
561,2012-02-27,49.01,49.31,48.9,87226.7,7.567567,2.871099,1.312934337,1.549619613,49.17
562,2012-02-28,49.23,49.239,48.96,87402.6,7.567567,2.871099,1.312934337,1.549619613,48.97
563,2012-02-29,49.08,49.11,48.83,86747.7,7.567567,2.871099,1.312934337,1.549619613,49.11
564,2012-03-01,49.015,49.265,49.015,84354.5,8.648648,2.651398,1.312934337,1.549619613,49.23
565,2012-03-02,49.185,49.605,49.165,84505,8.648648,2.651398,1.312934337,1.549619613,49.525
566,2012-03-05,49.522,49.96,49.48,84977.2,8.648648,2.651398,1.312934337,1.549619613,49.83
567,2012-03-06,49.84,50.39,49.665,84059.2,8.648648,2.651398,1.312934337,1.549619613,50.365
568,2012-03-07,50.37,50.762,50.24,84353.1,8.648648,2.651398,1.312934337,1.549619613,50.28
569,2012-03-08,50.29,50.305,50.08,84981.6,8.648648,2.651398,1.312934337,1.549619613,50.08
570,2012-03-09,50.05,50.085,49.76,84113.4,8.648648,2.651398,1.312934337,1.549619613,49.76
571,2012-03-12,49.73,50.045,49.73,84832.6,8.648648,2.651398,1.312934337,1.549619613,49.975
572,2012-03-13,49.985,50.03,49.805,84373.2,8.648648,2.651398,1.312934337,1.549619613,49.855
573,2012-03-14,49.93,50.03,49.8,82072.7,8.648648,2.651398,1.312934337,1.549619613,49.93
574,2012-03-15,49.925,50.505,49.925,83034.5,8.648648,2.651398,1.312934337,1.549619613,50.295
575,2012-03-16,50.39,50.445,50.12,83206.7,8.648648,2.651398,1.312934337,1.549619613,50.14
576,2012-03-19,50.185,50.275,50.082,83465.4,8.648648,2.651398,1.312934337,1.549619613,50.175
577,2012-03-20,50.245,50.535,50.165,83491.9,8.648648,2.651398,1.312934337,1.549619613,50.535
578,2012-03-21,50.405,50.695,50.315,83559.2,8.648648,2.651398,1.312934337,1.549619613,50.635
579,2012-03-22,50.675,51.305,50.525,83696.7,8.648648,2.651398,1.312934337,1.549619613,51.295
580,2012-03-23,51.175,51.245,51.075,85155.2,8.648648,2.651398,1.312934337,1.549619613,51.175
581,2012-03-26,51.18,51.495,51.03,86247.2,8.648648,2.651398,1.312934337,1.549619613,51.03
582,2012-03-27,51.032,51.16,50.57,85894.4,8.648648,2.651398,1.312934337,1.549619613,50.67
583,2012-03-28,50.685,51.025,50.595,85199.5,8.648648,2.651398,1.312934337,1.549619613,50.78
584,2012-03-29,50.79,51.425,50.745,85087.8,8.648648,2.651398,1.312934337,1.549619613,51.345
585,2012-03-30,51.405,51.405,50.805,84696.1,8.648648,2.651398,1.312934337,1.549619613,50.875
586,2012-04-02,50.85,50.93,50.79,85460.2,10.21505,2.30274,1.312934337,1.549619613,50.8
587,2012-04-03,50.88,50.88,50.519,84969.1,10.21505,2.30274,1.312934337,1.549619613,50.56
588,2012-04-04,50.82,51.24,50.81,82792.6,10.21505,2.30274,1.312934337,1.549619613,51.05
589,2012-04-05,51.12,51.17,50.97,83303.3,10.21505,2.30274,1.312934337,1.549619613,51.04
590,2012-04-06,51.115,51.155,51.005,83303.3,10.21505,2.30274,1.312934337,1.549619613,51.115
591,2012-04-09,51.155,51.413,51.035,83662.1,10.21505,2.30274,1.312934337,1.549619613,51.195
592,2012-04-10,51.155,51.495,51.055,84444,10.21505,2.30274,1.312934337,1.549619613,51.485
593,2012-04-11,51.49,51.655,51.275,85287.5,10.21505,2.30274,1.312934337,1.549619613,51.465
594,2012-04-12,51.435,51.61,51.225,85886,10.21505,2.30274,1.312934337,1.549619613,51.235
595,2012-04-13,51.21,51.58,51.17,85708.1,10.21505,2.30274,1.312934337,1.549619613,51.55
596,2012-04-16,51.54,51.735,51.345,85418.8,10.21505,2.30274,1.312934337,1.549619613,51.615
597,2012-04-17,51.685,51.685,51.395,84334.5,10.21505,2.30274,1.312934337,1.549619613,51.395
598,2012-04-18,51.48,51.84,51.345,85035.9,10.21505,2.30274,1.312934337,1.549619613,51.73
599,2012-04-19,51.805,52.18,51.625,85791.7,10.21505,2.30274,1.312934337,1.549619613,52.085
600,2012-04-20,52.145,52.205,51.955,85513.9,10.21505,2.30274,1.312934337,1.549619613,52.075
601,2012-04-23,52.09,52.585,51.945,85587.7,10.21505,2.30274,1.312934337,1.549619613,52.385
602,2012-04-24,52.51,52.875,52.33,87044.1,10.21505,2.30274,1.312934337,1.549619613,52.59
603,2012-04-25,52.685,52.755,52.45,86153.8,10.21505,2.30274,1.312934337,1.549619613,52.46
604,2012-04-26,52.55,52.66,52.365,86866.6,10.21505,2.30274,1.312934337,1.549619613,52.41
605,2012-04-27,52.355,52.73,52.265,87433.6,10.21505,2.30274,1.312934337,1.549619613,52.545
606,2012-04-30,52.525,52.755,52.405,87020.9,10.21505,2.30274,1.312934337,1.549619613,52.665
607,2012-05-01,52.735,52.735,52.505,87692.8,10.16043,1.704254,1.312934337,1.549619613,52.505
608,2012-05-02,52.6,53.035,52.495,87319.3,10.16043,1.704254,1.312934337,1.549619613,52.985
609,2012-05-03,52.965,53.475,52.845,87529.5,10.16043,1.704254,1.312934337,1.549619613,53.335
610,2012-05-04,53.415,53.925,53.325,88047.5,10.16043,1.704254,1.312934337,1.549619613,53.475
611,2012-05-07,53.425,53.775,52.825,86962.6,10.16043,1.704254,1.312934337,1.549619613,52.845
612,2012-05-08,52.91,53.32,52.675,85293.1,10.16043,1.704254,1.312934337,1.549619613,53.125
613,2012-05-09,53.125,53.885,53.105,85004,10.16043,1.704254,1.312934337,1.549619613,53.755
614,2012-05-10,53.83,53.92,52.955,85335.9,10.16043,1.704254,1.312934337,1.549619613,53.26
615,2012-05-11,53.225,53.695,53.155,84777.6,10.16043,1.704254,1.312934337,1.549619613,53.635
616,2012-05-14,53.665,53.975,53.535,83917.4,10.16043,1.704254,1.312934337,1.549619613,53.925
617,2012-05-15,53.965,54.12,53.585,83747.5,10.16043,1.704254,1.312934337,1.549619613,53.795
618,2012-05-16,53.795,54.52,53.735,84373.9,10.16043,1.704254,1.312934337,1.549619613,54.345
619,2012-05-17,54.5,54.59,54.21,84778.5,10.16043,1.704254,1.312934337,1.549619613,54.36
620,2012-05-18,54.475,54.915,54.325,86588,10.16043,1.704254,1.312934337,1.549619613,54.425
621,2012-05-21,54.46,55.06,54.44,87547.7,10.16043,1.704254,1.312934337,1.549619613,54.98
622,2012-05-22,55.035,55.47,54.725,87733.8,10.16043,1.704254,1.312934337,1.549619613,55.345
623,2012-05-23,55.395,56.225,55.26,86887.3,10.16043,1.704254,1.312934337,1.549619613,55.96
624,2012-05-24,56,56.392,55.56,87490.9,10.16043,1.704254,1.312934337,1.549619613,55.56
625,2012-05-25,55.655,56.09,55.24,86958.2,10.16043,1.704254,1.312934337,1.549619613,55.375
626,2012-05-28,55.295,55.37,55.015,86886.4,10.16043,1.704254,1.312934337,1.549619613,55.19
627,2012-05-29,55.19,55.89,55.11,88159.8,10.16043,1.704254,1.312934337,1.549619613,55.62
628,2012-05-30,55.675,56.25,55.675,86432.5,10.16043,1.704254,1.312934337,1.549619613,56.14
629,2012-05-31,56.235,56.53,55.74,87493.4,10.16043,1.704254,1.312934337,1.549619613,56.04
630,2012-06-01,56.085,56.29,55.45,89759.3,10.05291,1.663994,1.312934337,1.549619613,55.545
631,2012-06-04,55.505,55.68,55.252,89181.2,10.05291,1.663994,1.312934337,1.549619613,55.655
632,2012-06-05,55.655,55.92,55.28,89365.9,10.05291,1.663994,1.312934337,1.549619613,55.55
633,2012-06-06,55.645,55.645,55.27,90579,10.05291,1.663994,1.312934337,1.549619613,55.27
634,2012-06-07,55.37,55.37,54.835,88506.6,10.05291,1.663994,1.312934337,1.549619613,54.965
635,2012-06-08,54.945,55.66,54.945,87503.6,10.05291,1.663994,1.312934337,1.549619613,55.425
636,2012-06-11,55.13,55.825,55.02,88327.8,10.05291,1.663994,1.312934337,1.549619613,55.7
637,2012-06-12,55.74,56.075,55.655,89343,10.05291,1.663994,1.312934337,1.549619613,55.805
638,2012-06-13,55.805,55.93,55.52,90011.8,10.05291,1.663994,1.312934337,1.549619613,55.57
639,2012-06-14,55.685,55.89,55.62,90130.1,10.05291,1.663994,1.312934337,1.549619613,55.71
640,2012-06-15,55.805,55.805,55.35,90597.1,10.05291,1.663994,1.312934337,1.549619613,55.395
641,2012-06-18,55.33,56.035,55.27,90459.9,10.05291,1.663994,1.312934337,1.549619613,55.83
642,2012-06-19,55.92,56.135,55.795,91019.9,10.05291,1.663994,1.312934337,1.549619613,55.885
643,2012-06-20,55.96,56.25,55.79,89768.1,10.05291,1.663994,1.312934337,1.549619613,56.15
644,2012-06-21,56.16,56.565,56.11,89165.5,10.05291,1.663994,1.312934337,1.549619613,56.26
645,2012-06-22,56.305,57.33,56.205,89499.6,10.05291,1.663994,1.312934337,1.549619613,57.125
646,2012-06-25,56.725,57.135,56.38,89639.1,10.05291,1.663994,1.312934337,1.549619613,56.965
647,2012-06-26,57.015,57.205,56.835,89899,10.05291,1.663994,1.312934337,1.549619613,56.965
648,2012-06-27,57.01,57.25,56.83,89982.6,10.05291,1.663994,1.312934337,1.549619613,56.89
649,2012-06-28,56.985,57.115,56.765,88780,10.05291,1.663994,1.312934337,1.549619613,56.825
650,2012-06-29,56.81,56.81,55.51,89252.2,10.05291,1.663994,1.312934337,1.549619613,55.51
651,2012-07-02,55.49,55.92,55.39,88507.2,9.84456,1.408451,1.312934337,1.549619613,55.39
652,2012-07-03,55.44,55.45,54.22,88396.4,9.84456,1.408451,1.312934337,1.549619613,54.22
653,2012-07-04,54.375,54.865,54.185,87855.1,9.84456,1.408451,1.312934337,1.549619613,54.545
654,2012-07-05,54.495,55.235,54.435,88436.5,9.84456,1.408451,1.312934337,1.549619613,54.965
655,2012-07-06,54.95,55.65,54.95,88229.2,9.84456,1.408451,1.312934337,1.549619613,55.41
656,2012-07-09,55.933,56.08,55.818,88569.8,9.84456,1.408451,1.312934337,1.549619613,55.85
657,2012-07-10,55.825,55.945,55.335,88352.9,9.84456,1.408451,1.312934337,1.549619613,55.395
658,2012-07-11,55.4,55.735,55.255,87393.4,9.84456,1.408451,1.312934337,1.549619613,55.53
659,2012-07-12,55.63,55.96,55.45,86947.7,9.84456,1.408451,1.312934337,1.549619613,55.84
660,2012-07-13,55.935,55.935,55.105,88015.8,9.84456,1.408451,1.312934337,1.549619613,55.145
661,2012-07-16,54.905,55.375,54.767,87873.4,9.84456,1.408451,1.312934337,1.549619613,55.055
662,2012-07-17,55.03,55.22,54.81,87418.6,9.84456,1.408451,1.312934337,1.549619613,55.04
663,2012-07-18,55.11,55.555,54.96,87355.5,9.84456,1.408451,1.312934337,1.549619613,55.32
664,2012-07-19,55.265,55.455,55.115,87365.5,9.84456,1.408451,1.312934337,1.549619613,55.175
665,2012-07-20,55.125,55.335,55.045,87032.6,9.84456,1.408451,1.312934337,1.549619613,55.325
666,2012-07-23,55.31,55.985,55.23,87920.2,9.84456,1.408451,1.312934337,1.549619613,55.93
667,2012-07-24,55.975,56.23,55.905,88923.2,9.84456,1.408451,1.312934337,1.549619613,56.18
668,2012-07-25,56.125,56.445,56.025,89920.2,9.84456,1.408451,1.312934337,1.549619613,56.025
669,2012-07-26,56.17,56.17,55.41,90211.6,9.84456,1.408451,1.312934337,1.549619613,55.5
670,2012-07-27,55.535,55.635,55.245,89554,9.84456,1.408451,1.312934337,1.549619613,55.255
671,2012-07-30,55.25,55.62,55.14,89752.8,9.84456,1.408451,1.312934337,1.549619613,55.44
672,2012-07-31,55.595,55.865,55.41,90207.5,9.84456,1.408451,1.312934337,1.549619613,55.56
673,2012-08-01,55.655,55.755,55.425,88720.5,10.30928,1.692379,1.312934337,1.549619613,55.475
674,2012-08-02,55.475,55.9,55.475,89176.5,10.30928,1.692379,1.312934337,1.549619613,55.845
675,2012-08-03,55.845,56.2,55.725,89319.5,10.30928,1.692379,1.312934337,1.549619613,55.755
676,2012-08-06,55.485,55.655,55.234,89290.6,10.30928,1.692379,1.312934337,1.549619613,55.525
677,2012-08-07,55.525,55.525,55.065,88854.7,10.30928,1.692379,1.312934337,1.549619613,55.07
678,2012-08-08,55.07,55.425,54.96,89188.5,10.30928,1.692379,1.312934337,1.549619613,55.285
679,2012-08-09,55.43,55.43,55.055,89349.9,10.30928,1.692379,1.312934337,1.549619613,55.18
680,2012-08-10,55.275,55.475,55.145,89543.5,10.30928,1.692379,1.312934337,1.549619613,55.285
681,2012-08-13,55.341,55.48,55.188,89919,10.30928,1.692379,1.312934337,1.549619613,55.345
682,2012-08-14,55.35,55.785,55.35,89074.6,10.30928,1.692379,1.312934337,1.549619613,55.61
683,2012-08-15,55.66,55.66,55.53,89297.6,10.30928,1.692379,1.312934337,1.549619613,55.53
684,2012-08-16,55.655,56.04,55.625,89715.6,10.30928,1.692379,1.312934337,1.549619613,55.625
